codigo_comunidad_autonoma,comunidad_autonoma,codigo_provincia,provincia,codigo_carburante,tipo_carburante
01,Andalucia,04,ALMERÍA,G95E5,Gasolina 95 E5
01,Andalucia,04,ALMERÍA,G95E10,Gasolina 95 E10
01,Andalucia,04,ALMERÍA,G95E25,Gasolina 95 E25
01,Andalucia,04,ALMERÍA,G95E85,Gasolina 95 E85
01,Andalucia,04,ALMERÍA,G95E5+,Gasolina 95 E5 Premium
01,Andalucia,04,ALMERÍA,G98E5,Gasolina 98 E5
01,Andalucia,04,ALMERÍA,G98E10,Gasolina 98 E10
01,Andalucia,04,ALMERÍA,GOA,Gasóleo A habitual
01,Andalucia,04,ALMERÍA,GOA+,Gasóleo Premium
01,Andalucia,04,ALMERÍA,GOB,Gasóleo B
01,Andalucia,04,ALMERÍA,GOC,Gasóleo C
01,Andalucia,04,ALMERÍA,BIE,Bioetanol
01,Andalucia,04,ALMERÍA,BIO,Biodiésel
01,Andalucia,04,ALMERÍA,GLP,Gases licuados del petróleo
01,Andalucia,04,ALMERÍA,GNC,Gas natural comprimido
01,Andalucia,04,ALMERÍA,GNL,Gas natural licuado
01,Andalucia,04,ALMERÍA,H2,Hidrógeno
01,Andalucia,04,ALMERÍA,ADB,Adblue
01,Andalucia,04,ALMERÍA,DREN,Diésel renovable
01,Andalucia,04,ALMERÍA,GREN,Gasolina renovable
01,Andalucia,04,ALMERÍA,MET,Metanol
01,Andalucia,04,ALMERÍA,AMO,Amoniaco
01,Andalucia,04,ALMERÍA,BGNC,Biogas natural comprimido
01,Andalucia,04,ALMERÍA,BGNL,Biogas natural licuado
01,Andalucia,11,CÁDIZ,G95E5,Gasolina 95 E5
01,Andalucia,11,CÁDIZ,G95E10,Gasolina 95 E10
01,Andalucia,11,CÁDIZ,G95E25,Gasolina 95 E25
01,Andalucia,11,CÁDIZ,G95E85,Gasolina 95 E85
01,Andalucia,11,CÁDIZ,G95E5+,Gasolina 95 E5 Premium
01,Andalucia,11,CÁDIZ,G98E5,Gasolina 98 E5
01,Andalucia,11,CÁDIZ,G98E10,Gasolina 98 E10
01,Andalucia,11,CÁDIZ,GOA,Gasóleo A habitual
01,Andalucia,11,CÁDIZ,GOA+,Gasóleo Premium
01,Andalucia,11,CÁDIZ,GOB,Gasóleo B
01,Andalucia,11,CÁDIZ,GOC,Gasóleo C
01,Andalucia,11,CÁDIZ,BIE,Bioetanol
01,Andalucia,11,CÁDIZ,BIO,Biodiésel
01,Andalucia,11,CÁDIZ,GLP,Gases licuados del petróleo
01,Andalucia,11,CÁDIZ,GNC,Gas natural comprimido
01,Andalucia,11,CÁDIZ,GNL,Gas natural licuado
01,Andalucia,11,CÁDIZ,H2,Hidrógeno
01,Andalucia,11,CÁDIZ,ADB,Adblue
01,Andalucia,11,CÁDIZ,DREN,Diésel renovable
01,Andalucia,11,CÁDIZ,GREN,Gasolina renovable
01,Andalucia,11,CÁDIZ,MET,Metanol
01,Andalucia,11,CÁDIZ,AMO,Amoniaco
01,Andalucia,11,CÁDIZ,BGNC,Biogas natural comprimido
01,Andalucia,11,CÁDIZ,BGNL,Biogas natural licuado
01,Andalucia,14,CÓRDOBA,G95E5,Gasolina 95 E5
01,Andalucia,14,CÓRDOBA,G95E10,Gasolina 95 E10
01,Andalucia,14,CÓRDOBA,G95E25,Gasolina 95 E25
01,Andalucia,14,CÓRDOBA,G95E85,Gasolina 95 E85
01,Andalucia,14,CÓRDOBA,G95E5+,Gasolina 95 E5 Premium
01,Andalucia,14,CÓRDOBA,G98E5,Gasolina 98 E5
01,Andalucia,14,CÓRDOBA,G98E10,Gasolina 98 E10
01,Andalucia,14,CÓRDOBA,GOA,Gasóleo A habitual
01,Andalucia,14,CÓRDOBA,GOA+,Gasóleo Premium
01,Andalucia,14,CÓRDOBA,GOB,Gasóleo B
01,Andalucia,14,CÓRDOBA,GOC,Gasóleo C
01,Andalucia,14,CÓRDOBA,BIE,Bioetanol
01,Andalucia,14,CÓRDOBA,BIO,Biodiésel
01,Andalucia,14,CÓRDOBA,GLP,Gases licuados del petróleo
01,Andalucia,14,CÓRDOBA,GNC,Gas natural comprimido
01,Andalucia,14,CÓRDOBA,GNL,Gas natural licuado
01,Andalucia,14,CÓRDOBA,H2,Hidrógeno
01,Andalucia,14,CÓRDOBA,ADB,Adblue
01,Andalucia,14,CÓRDOBA,DREN,Diésel renovable
01,Andalucia,14,CÓRDOBA,GREN,Gasolina renovable
01,Andalucia,14,CÓRDOBA,MET,Metanol
01,Andalucia,14,CÓRDOBA,AMO,Amoniaco
01,Andalucia,14,CÓRDOBA,BGNC,Biogas natural comprimido
01,Andalucia,14,CÓRDOBA,BGNL,Biogas natural licuado
01,Andalucia,18,GRANADA,G95E5,Gasolina 95 E5
01,Andalucia,18,GRANADA,G95E10,Gasolina 95 E10
01,Andalucia,18,GRANADA,G95E25,Gasolina 95 E25
01,Andalucia,18,GRANADA,G95E85,Gasolina 95 E85
01,Andalucia,18,GRANADA,G95E5+,Gasolina 95 E5 Premium
01,Andalucia,18,GRANADA,G98E5,Gasolina 98 E5
01,Andalucia,18,GRANADA,G98E10,Gasolina 98 E10
01,Andalucia,18,GRANADA,GOA,Gasóleo A habitual
01,Andalucia,18,GRANADA,GOA+,Gasóleo Premium
01,Andalucia,18,GRANADA,GOB,Gasóleo B
01,Andalucia,18,GRANADA,GOC,Gasóleo C
01,Andalucia,18,GRANADA,BIE,Bioetanol
01,Andalucia,18,GRANADA,BIO,Biodiésel
01,Andalucia,18,GRANADA,GLP,Gases licuados del petróleo
01,Andalucia,18,GRANADA,GNC,Gas natural comprimido
01,Andalucia,18,GRANADA,GNL,Gas natural licuado
01,Andalucia,18,GRANADA,H2,Hidrógeno
01,Andalucia,18,GRANADA,ADB,Adblue
01,Andalucia,18,GRANADA,DREN,Diésel renovable
01,Andalucia,18,GRANADA,GREN,Gasolina renovable
01,Andalucia,18,GRANADA,MET,Metanol
01,Andalucia,18,GRANADA,AMO,Amoniaco
01,Andalucia,18,GRANADA,BGNC,Biogas natural comprimido
01,Andalucia,18,GRANADA,BGNL,Biogas natural licuado
01,Andalucia,21,HUELVA,G95E5,Gasolina 95 E5
01,Andalucia,21,HUELVA,G95E10,Gasolina 95 E10
01,Andalucia,21,HUELVA,G95E25,Gasolina 95 E25
01,Andalucia,21,HUELVA,G95E85,Gasolina 95 E85
01,Andalucia,21,HUELVA,G95E5+,Gasolina 95 E5 Premium
01,Andalucia,21,HUELVA,G98E5,Gasolina 98 E5
01,Andalucia,21,HUELVA,G98E10,Gasolina 98 E10
01,Andalucia,21,HUELVA,GOA,Gasóleo A habitual
01,Andalucia,21,HUELVA,GOA+,Gasóleo Premium
01,Andalucia,21,HUELVA,GOB,Gasóleo B
01,Andalucia,21,HUELVA,GOC,Gasóleo C
01,Andalucia,21,HUELVA,BIE,Bioetanol
01,Andalucia,21,HUELVA,BIO,Biodiésel
01,Andalucia,21,HUELVA,GLP,Gases licuados del petróleo
01,Andalucia,21,HUELVA,GNC,Gas natural comprimido
01,Andalucia,21,HUELVA,GNL,Gas natural licuado
01,Andalucia,21,HUELVA,H2,Hidrógeno
01,Andalucia,21,HUELVA,ADB,Adblue
01,Andalucia,21,HUELVA,DREN,Diésel renovable
01,Andalucia,21,HUELVA,GREN,Gasolina renovable
01,Andalucia,21,HUELVA,MET,Metanol
01,Andalucia,21,HUELVA,AMO,Amoniaco
01,Andalucia,21,HUELVA,BGNC,Biogas natural comprimido
01,Andalucia,21,HUELVA,BGNL,Biogas natural licuado
01,Andalucia,23,JAÉN,G95E5,Gasolina 95 E5
01,Andalucia,23,JAÉN,G95E10,Gasolina 95 E10
01,Andalucia,23,JAÉN,G95E25,Gasolina 95 E25
01,Andalucia,23,JAÉN,G95E85,Gasolina 95 E85
01,Andalucia,23,JAÉN,G95E5+,Gasolina 95 E5 Premium
01,Andalucia,23,JAÉN,G98E5,Gasolina 98 E5
01,Andalucia,23,JAÉN,G98E10,Gasolina 98 E10
01,Andalucia,23,JAÉN,GOA,Gasóleo A habitual
01,Andalucia,23,JAÉN,GOA+,Gasóleo Premium
01,Andalucia,23,JAÉN,GOB,Gasóleo B
01,Andalucia,23,JAÉN,GOC,Gasóleo C
01,Andalucia,23,JAÉN,BIE,Bioetanol
01,Andalucia,23,JAÉN,BIO,Biodiésel
01,Andalucia,23,JAÉN,GLP,Gases licuados del petróleo
01,Andalucia,23,JAÉN,GNC,Gas natural comprimido
01,Andalucia,23,JAÉN,GNL,Gas natural licuado
01,Andalucia,23,JAÉN,H2,Hidrógeno
01,Andalucia,23,JAÉN,ADB,Adblue
01,Andalucia,23,JAÉN,DREN,Diésel renovable
01,Andalucia,23,JAÉN,GREN,Gasolina renovable
01,Andalucia,23,JAÉN,MET,Metanol
01,Andalucia,23,JAÉN,AMO,Amoniaco
01,Andalucia,23,JAÉN,BGNC,Biogas natural comprimido
01,Andalucia,23,JAÉN,BGNL,Biogas natural licuado
01,Andalucia,29,MÁLAGA,G95E5,Gasolina 95 E5
01,Andalucia,29,MÁLAGA,G95E10,Gasolina 95 E10
01,Andalucia,29,MÁLAGA,G95E25,Gasolina 95 E25
01,Andalucia,29,MÁLAGA,G95E85,Gasolina 95 E85
01,Andalucia,29,MÁLAGA,G95E5+,Gasolina 95 E5 Premium
01,Andalucia,29,MÁLAGA,G98E5,Gasolina 98 E5
01,Andalucia,29,MÁLAGA,G98E10,Gasolina 98 E10
01,Andalucia,29,MÁLAGA,GOA,Gasóleo A habitual
01,Andalucia,29,MÁLAGA,GOA+,Gasóleo Premium
01,Andalucia,29,MÁLAGA,GOB,Gasóleo B
01,Andalucia,29,MÁLAGA,GOC,Gasóleo C
01,Andalucia,29,MÁLAGA,BIE,Bioetanol
01,Andalucia,29,MÁLAGA,BIO,Biodiésel
01,Andalucia,29,MÁLAGA,GLP,Gases licuados del petróleo
01,Andalucia,29,MÁLAGA,GNC,Gas natural comprimido
01,Andalucia,29,MÁLAGA,GNL,Gas natural licuado
01,Andalucia,29,MÁLAGA,H2,Hidrógeno
01,Andalucia,29,MÁLAGA,ADB,Adblue
01,Andalucia,29,MÁLAGA,DREN,Diésel renovable
01,Andalucia,29,MÁLAGA,GREN,Gasolina renovable
01,Andalucia,29,MÁLAGA,MET,Metanol
01,Andalucia,29,MÁLAGA,AMO,Amoniaco
01,Andalucia,29,MÁLAGA,BGNC,Biogas natural comprimido
01,Andalucia,29,MÁLAGA,BGNL,Biogas natural licuado
01,Andalucia,41,SEVILLA,G95E5,Gasolina 95 E5
01,Andalucia,41,SEVILLA,G95E10,Gasolina 95 E10
01,Andalucia,41,SEVILLA,G95E25,Gasolina 95 E25
01,Andalucia,41,SEVILLA,G95E85,Gasolina 95 E85
01,Andalucia,41,SEVILLA,G95E5+,Gasolina 95 E5 Premium
01,Andalucia,41,SEVILLA,G98E5,Gasolina 98 E5
01,Andalucia,41,SEVILLA,G98E10,Gasolina 98 E10
01,Andalucia,41,SEVILLA,GOA,Gasóleo A habitual
01,Andalucia,41,SEVILLA,GOA+,Gasóleo Premium
01,Andalucia,41,SEVILLA,GOB,Gasóleo B
01,Andalucia,41,SEVILLA,GOC,Gasóleo C
01,Andalucia,41,SEVILLA,BIE,Bioetanol
01,Andalucia,41,SEVILLA,BIO,Biodiésel
01,Andalucia,41,SEVILLA,GLP,Gases licuados del petróleo
01,Andalucia,41,SEVILLA,GNC,Gas natural comprimido
01,Andalucia,41,SEVILLA,GNL,Gas natural licuado
01,Andalucia,41,SEVILLA,H2,Hidrógeno
01,Andalucia,41,SEVILLA,ADB,Adblue
01,Andalucia,41,SEVILLA,DREN,Diésel renovable
01,Andalucia,41,SEVILLA,GREN,Gasolina renovable
01,Andalucia,41,SEVILLA,MET,Metanol
01,Andalucia,41,SEVILLA,AMO,Amoniaco
01,Andalucia,41,SEVILLA,BGNC,Biogas natural comprimido
01,Andalucia,41,SEVILLA,BGNL,Biogas natural licuado
02,Aragón,22,HUESCA,G95E5,Gasolina 95 E5
02,Aragón,22,HUESCA,G95E10,Gasolina 95 E10
02,Aragón,22,HUESCA,G95E25,Gasolina 95 E25
02,Aragón,22,HUESCA,G95E85,Gasolina 95 E85
02,Aragón,22,HUESCA,G95E5+,Gasolina 95 E5 Premium
02,Aragón,22,HUESCA,G98E5,Gasolina 98 E5
02,Aragón,22,HUESCA,G98E10,Gasolina 98 E10
02,Aragón,22,HUESCA,GOA,Gasóleo A habitual
02,Aragón,22,HUESCA,GOA+,Gasóleo Premium
02,Aragón,22,HUESCA,GOB,Gasóleo B
02,Aragón,22,HUESCA,GOC,Gasóleo C
02,Aragón,22,HUESCA,BIE,Bioetanol
02,Aragón,22,HUESCA,BIO,Biodiésel
02,Aragón,22,HUESCA,GLP,Gases licuados del petróleo
02,Aragón,22,HUESCA,GNC,Gas natural comprimido
02,Aragón,22,HUESCA,GNL,Gas natural licuado
02,Aragón,22,HUESCA,H2,Hidrógeno
02,Aragón,22,HUESCA,ADB,Adblue
02,Aragón,22,HUESCA,DREN,Diésel renovable
02,Aragón,22,HUESCA,GREN,Gasolina renovable
02,Aragón,22,HUESCA,MET,Metanol
02,Aragón,22,HUESCA,AMO,Amoniaco
02,Aragón,22,HUESCA,BGNC,Biogas natural comprimido
02,Aragón,22,HUESCA,BGNL,Biogas natural licuado
02,Aragón,44,TERUEL,G95E5,Gasolina 95 E5
02,Aragón,44,TERUEL,G95E10,Gasolina 95 E10
02,Aragón,44,TERUEL,G95E25,Gasolina 95 E25
02,Aragón,44,TERUEL,G95E85,Gasolina 95 E85
02,Aragón,44,TERUEL,G95E5+,Gasolina 95 E5 Premium
02,Aragón,44,TERUEL,G98E5,Gasolina 98 E5
02,Aragón,44,TERUEL,G98E10,Gasolina 98 E10
02,Aragón,44,TERUEL,GOA,Gasóleo A habitual
02,Aragón,44,TERUEL,GOA+,Gasóleo Premium
02,Aragón,44,TERUEL,GOB,Gasóleo B
02,Aragón,44,TERUEL,GOC,Gasóleo C
02,Aragón,44,TERUEL,BIE,Bioetanol
02,Aragón,44,TERUEL,BIO,Biodiésel
02,Aragón,44,TERUEL,GLP,Gases licuados del petróleo
02,Aragón,44,TERUEL,GNC,Gas natural comprimido
02,Aragón,44,TERUEL,GNL,Gas natural licuado
02,Aragón,44,TERUEL,H2,Hidrógeno
02,Aragón,44,TERUEL,ADB,Adblue
02,Aragón,44,TERUEL,DREN,Diésel renovable
02,Aragón,44,TERUEL,GREN,Gasolina renovable
02,Aragón,44,TERUEL,MET,Metanol
02,Aragón,44,TERUEL,AMO,Amoniaco
02,Aragón,44,TERUEL,BGNC,Biogas natural comprimido
02,Aragón,44,TERUEL,BGNL,Biogas natural licuado
02,Aragón,50,ZARAGOZA,G95E5,Gasolina 95 E5
02,Aragón,50,ZARAGOZA,G95E10,Gasolina 95 E10
02,Aragón,50,ZARAGOZA,G95E25,Gasolina 95 E25
02,Aragón,50,ZARAGOZA,G95E85,Gasolina 95 E85
02,Aragón,50,ZARAGOZA,G95E5+,Gasolina 95 E5 Premium
02,Aragón,50,ZARAGOZA,G98E5,Gasolina 98 E5
02,Aragón,50,ZARAGOZA,G98E10,Gasolina 98 E10
02,Aragón,50,ZARAGOZA,GOA,Gasóleo A habitual
02,Aragón,50,ZARAGOZA,GOA+,Gasóleo Premium
02,Aragón,50,ZARAGOZA,GOB,Gasóleo B
02,Aragón,50,ZARAGOZA,GOC,Gasóleo C
02,Aragón,50,ZARAGOZA,BIE,Bioetanol
02,Aragón,50,ZARAGOZA,BIO,Biodiésel
02,Aragón,50,ZARAGOZA,GLP,Gases licuados del petróleo
02,Aragón,50,ZARAGOZA,GNC,Gas natural comprimido
02,Aragón,50,ZARAGOZA,GNL,Gas natural licuado
02,Aragón,50,ZARAGOZA,H2,Hidrógeno
02,Aragón,50,ZARAGOZA,ADB,Adblue
02,Aragón,50,ZARAGOZA,DREN,Diésel renovable
02,Aragón,50,ZARAGOZA,GREN,Gasolina renovable
02,Aragón,50,ZARAGOZA,MET,Metanol
02,Aragón,50,ZARAGOZA,AMO,Amoniaco
02,Aragón,50,ZARAGOZA,BGNC,Biogas natural comprimido
02,Aragón,50,ZARAGOZA,BGNL,Biogas natural licuado
03,Asturias,33,ASTURIAS,G95E5,Gasolina 95 E5
03,Asturias,33,ASTURIAS,G95E10,Gasolina 95 E10
03,Asturias,33,ASTURIAS,G95E25,Gasolina 95 E25
03,Asturias,33,ASTURIAS,G95E85,Gasolina 95 E85
03,Asturias,33,ASTURIAS,G95E5+,Gasolina 95 E5 Premium
03,Asturias,33,ASTURIAS,G98E5,Gasolina 98 E5
03,Asturias,33,ASTURIAS,G98E10,Gasolina 98 E10
03,Asturias,33,ASTURIAS,GOA,Gasóleo A habitual
03,Asturias,33,ASTURIAS,GOA+,Gasóleo Premium
03,Asturias,33,ASTURIAS,GOB,Gasóleo B
03,Asturias,33,ASTURIAS,GOC,Gasóleo C
03,Asturias,33,ASTURIAS,BIE,Bioetanol
03,Asturias,33,ASTURIAS,BIO,Biodiésel
03,Asturias,33,ASTURIAS,GLP,Gases licuados del petróleo
03,Asturias,33,ASTURIAS,GNC,Gas natural comprimido
03,Asturias,33,ASTURIAS,GNL,Gas natural licuado
03,Asturias,33,ASTURIAS,H2,Hidrógeno
03,Asturias,33,ASTURIAS,ADB,Adblue
03,Asturias,33,ASTURIAS,DREN,Diésel renovable
03,Asturias,33,ASTURIAS,GREN,Gasolina renovable
03,Asturias,33,ASTURIAS,MET,Metanol
03,Asturias,33,ASTURIAS,AMO,Amoniaco
03,Asturias,33,ASTURIAS,BGNC,Biogas natural comprimido
03,Asturias,33,ASTURIAS,BGNL,Biogas natural licuado
04,Baleares,07,BALEARS (ILLES),G95E5,Gasolina 95 E5
04,Baleares,07,BALEARS (ILLES),G95E10,Gasolina 95 E10
04,Baleares,07,BALEARS (ILLES),G95E25,Gasolina 95 E25
04,Baleares,07,BALEARS (ILLES),G95E85,Gasolina 95 E85
04,Baleares,07,BALEARS (ILLES),G95E5+,Gasolina 95 E5 Premium
04,Baleares,07,BALEARS (ILLES),G98E5,Gasolina 98 E5
04,Baleares,07,BALEARS (ILLES),G98E10,Gasolina 98 E10
04,Baleares,07,BALEARS (ILLES),GOA,Gasóleo A habitual
04,Baleares,07,BALEARS (ILLES),GOA+,Gasóleo Premium
04,Baleares,07,BALEARS (ILLES),GOB,Gasóleo B
04,Baleares,07,BALEARS (ILLES),GOC,Gasóleo C
04,Baleares,07,BALEARS (ILLES),BIE,Bioetanol
04,Baleares,07,BALEARS (ILLES),BIO,Biodiésel
04,Baleares,07,BALEARS (ILLES),GLP,Gases licuados del petróleo
04,Baleares,07,BALEARS (ILLES),GNC,Gas natural comprimido
04,Baleares,07,BALEARS (ILLES),GNL,Gas natural licuado
04,Baleares,07,BALEARS (ILLES),H2,Hidrógeno
04,Baleares,07,BALEARS (ILLES),ADB,Adblue
04,Baleares,07,BALEARS (ILLES),DREN,Diésel renovable
04,Baleares,07,BALEARS (ILLES),GREN,Gasolina renovable
04,Baleares,07,BALEARS (ILLES),MET,Metanol
04,Baleares,07,BALEARS (ILLES),AMO,Amoniaco
04,Baleares,07,BALEARS (ILLES),BGNC,Biogas natural comprimido
04,Baleares,07,BALEARS (ILLES),BGNL,Biogas natural licuado
05,Canarias,35,PALMAS (LAS),G95E5,Gasolina 95 E5
05,Canarias,35,PALMAS (LAS),G95E10,Gasolina 95 E10
05,Canarias,35,PALMAS (LAS),G95E25,Gasolina 95 E25
05,Canarias,35,PALMAS (LAS),G95E85,Gasolina 95 E85
05,Canarias,35,PALMAS (LAS),G95E5+,Gasolina 95 E5 Premium
05,Canarias,35,PALMAS (LAS),G98E5,Gasolina 98 E5
05,Canarias,35,PALMAS (LAS),G98E10,Gasolina 98 E10
05,Canarias,35,PALMAS (LAS),GOA,Gasóleo A habitual
05,Canarias,35,PALMAS (LAS),GOA+,Gasóleo Premium
05,Canarias,35,PALMAS (LAS),GOB,Gasóleo B
05,Canarias,35,PALMAS (LAS),GOC,Gasóleo C
05,Canarias,35,PALMAS (LAS),BIE,Bioetanol
05,Canarias,35,PALMAS (LAS),BIO,Biodiésel
05,Canarias,35,PALMAS (LAS),GLP,Gases licuados del petróleo
05,Canarias,35,PALMAS (LAS),GNC,Gas natural comprimido
05,Canarias,35,PALMAS (LAS),GNL,Gas natural licuado
05,Canarias,35,PALMAS (LAS),H2,Hidrógeno
05,Canarias,35,PALMAS (LAS),ADB,Adblue
05,Canarias,35,PALMAS (LAS),DREN,Diésel renovable
05,Canarias,35,PALMAS (LAS),GREN,Gasolina renovable
05,Canarias,35,PALMAS (LAS),MET,Metanol
05,Canarias,35,PALMAS (LAS),AMO,Amoniaco
05,Canarias,35,PALMAS (LAS),BGNC,Biogas natural comprimido
05,Canarias,35,PALMAS (LAS),BGNL,Biogas natural licuado
05,Canarias,38,SANTA CRUZ DE TENERIFE,G95E5,Gasolina 95 E5
05,Canarias,38,SANTA CRUZ DE TENERIFE,G95E10,Gasolina 95 E10
05,Canarias,38,SANTA CRUZ DE TENERIFE,G95E25,Gasolina 95 E25
05,Canarias,38,SANTA CRUZ DE TENERIFE,G95E85,Gasolina 95 E85
05,Canarias,38,SANTA CRUZ DE TENERIFE,G95E5+,Gasolina 95 E5 Premium
05,Canarias,38,SANTA CRUZ DE TENERIFE,G98E5,Gasolina 98 E5
05,Canarias,38,SANTA CRUZ DE TENERIFE,G98E10,Gasolina 98 E10
05,Canarias,38,SANTA CRUZ DE TENERIFE,GOA,Gasóleo A habitual
05,Canarias,38,SANTA CRUZ DE TENERIFE,GOA+,Gasóleo Premium
05,Canarias,38,SANTA CRUZ DE TENERIFE,GOB,Gasóleo B
05,Canarias,38,SANTA CRUZ DE TENERIFE,GOC,Gasóleo C
05,Canarias,38,SANTA CRUZ DE TENERIFE,BIE,Bioetanol
05,Canarias,38,SANTA CRUZ DE TENERIFE,BIO,Biodiésel
05,Canarias,38,SANTA CRUZ DE TENERIFE,GLP,Gases licuados del petróleo
05,Canarias,38,SANTA CRUZ DE TENERIFE,GNC,Gas natural comprimido
05,Canarias,38,SANTA CRUZ DE TENERIFE,GNL,Gas natural licuado
05,Canarias,38,SANTA CRUZ DE TENERIFE,H2,Hidrógeno
05,Canarias,38,SANTA CRUZ DE TENERIFE,ADB,Adblue
05,Canarias,38,SANTA CRUZ DE TENERIFE,DREN,Diésel renovable
05,Canarias,38,SANTA CRUZ DE TENERIFE,GREN,Gasolina renovable
05,Canarias,38,SANTA CRUZ DE TENERIFE,MET,Metanol
05,Canarias,38,SANTA CRUZ DE TENERIFE,AMO,Amoniaco
05,Canarias,38,SANTA CRUZ DE TENERIFE,BGNC,Biogas natural comprimido
05,Canarias,38,SANTA CRUZ DE TENERIFE,BGNL,Biogas natural licuado
06,Cantabria,39,CANTABRIA,G95E5,Gasolina 95 E5
06,Cantabria,39,CANTABRIA,G95E10,Gasolina 95 E10
06,Cantabria,39,CANTABRIA,G95E25,Gasolina 95 E25
06,Cantabria,39,CANTABRIA,G95E85,Gasolina 95 E85
06,Cantabria,39,CANTABRIA,G95E5+,Gasolina 95 E5 Premium
06,Cantabria,39,CANTABRIA,G98E5,Gasolina 98 E5
06,Cantabria,39,CANTABRIA,G98E10,Gasolina 98 E10
06,Cantabria,39,CANTABRIA,GOA,Gasóleo A habitual
06,Cantabria,39,CANTABRIA,GOA+,Gasóleo Premium
06,Cantabria,39,CANTABRIA,GOB,Gasóleo B
06,Cantabria,39,CANTABRIA,GOC,Gasóleo C
06,Cantabria,39,CANTABRIA,BIE,Bioetanol
06,Cantabria,39,CANTABRIA,BIO,Biodiésel
06,Cantabria,39,CANTABRIA,GLP,Gases licuados del petróleo
06,Cantabria,39,CANTABRIA,GNC,Gas natural comprimido
06,Cantabria,39,CANTABRIA,GNL,Gas natural licuado
06,Cantabria,39,CANTABRIA,H2,Hidrógeno
06,Cantabria,39,CANTABRIA,ADB,Adblue
06,Cantabria,39,CANTABRIA,DREN,Diésel renovable
06,Cantabria,39,CANTABRIA,GREN,Gasolina renovable
06,Cantabria,39,CANTABRIA,MET,Metanol
06,Cantabria,39,CANTABRIA,AMO,Amoniaco
06,Cantabria,39,CANTABRIA,BGNC,Biogas natural comprimido
06,Cantabria,39,CANTABRIA,BGNL,Biogas natural licuado
07,Castilla la Mancha,02,ALBACETE,G95E5,Gasolina 95 E5
07,Castilla la Mancha,02,ALBACETE,G95E10,Gasolina 95 E10
07,Castilla la Mancha,02,ALBACETE,G95E25,Gasolina 95 E25
07,Castilla la Mancha,02,ALBACETE,G95E85,Gasolina 95 E85
07,Castilla la Mancha,02,ALBACETE,G95E5+,Gasolina 95 E5 Premium
07,Castilla la Mancha,02,ALBACETE,G98E5,Gasolina 98 E5
07,Castilla la Mancha,02,ALBACETE,G98E10,Gasolina 98 E10
07,Castilla la Mancha,02,ALBACETE,GOA,Gasóleo A habitual
07,Castilla la Mancha,02,ALBACETE,GOA+,Gasóleo Premium
07,Castilla la Mancha,02,ALBACETE,GOB,Gasóleo B
07,Castilla la Mancha,02,ALBACETE,GOC,Gasóleo C
07,Castilla la Mancha,02,ALBACETE,BIE,Bioetanol
07,Castilla la Mancha,02,ALBACETE,BIO,Biodiésel
07,Castilla la Mancha,02,ALBACETE,GLP,Gases licuados del petróleo
07,Castilla la Mancha,02,ALBACETE,GNC,Gas natural comprimido
07,Castilla la Mancha,02,ALBACETE,GNL,Gas natural licuado
07,Castilla la Mancha,02,ALBACETE,H2,Hidrógeno
07,Castilla la Mancha,02,ALBACETE,ADB,Adblue
07,Castilla la Mancha,02,ALBACETE,DREN,Diésel renovable
07,Castilla la Mancha,02,ALBACETE,GREN,Gasolina renovable
07,Castilla la Mancha,02,ALBACETE,MET,Metanol
07,Castilla la Mancha,02,ALBACETE,AMO,Amoniaco
07,Castilla la Mancha,02,ALBACETE,BGNC,Biogas natural comprimido
07,Castilla la Mancha,02,ALBACETE,BGNL,Biogas natural licuado
07,Castilla la Mancha,13,CIUDAD REAL,G95E5,Gasolina 95 E5
07,Castilla la Mancha,13,CIUDAD REAL,G95E10,Gasolina 95 E10
07,Castilla la Mancha,13,CIUDAD REAL,G95E25,Gasolina 95 E25
07,Castilla la Mancha,13,CIUDAD REAL,G95E85,Gasolina 95 E85
07,Castilla la Mancha,13,CIUDAD REAL,G95E5+,Gasolina 95 E5 Premium
07,Castilla la Mancha,13,CIUDAD REAL,G98E5,Gasolina 98 E5
07,Castilla la Mancha,13,CIUDAD REAL,G98E10,Gasolina 98 E10
07,Castilla la Mancha,13,CIUDAD REAL,GOA,Gasóleo A habitual
07,Castilla la Mancha,13,CIUDAD REAL,GOA+,Gasóleo Premium
07,Castilla la Mancha,13,CIUDAD REAL,GOB,Gasóleo B
07,Castilla la Mancha,13,CIUDAD REAL,GOC,Gasóleo C
07,Castilla la Mancha,13,CIUDAD REAL,BIE,Bioetanol
07,Castilla la Mancha,13,CIUDAD REAL,BIO,Biodiésel
07,Castilla la Mancha,13,CIUDAD REAL,GLP,Gases licuados del petróleo
07,Castilla la Mancha,13,CIUDAD REAL,GNC,Gas natural comprimido
07,Castilla la Mancha,13,CIUDAD REAL,GNL,Gas natural licuado
07,Castilla la Mancha,13,CIUDAD REAL,H2,Hidrógeno
07,Castilla la Mancha,13,CIUDAD REAL,ADB,Adblue
07,Castilla la Mancha,13,CIUDAD REAL,DREN,Diésel renovable
07,Castilla la Mancha,13,CIUDAD REAL,GREN,Gasolina renovable
07,Castilla la Mancha,13,CIUDAD REAL,MET,Metanol
07,Castilla la Mancha,13,CIUDAD REAL,AMO,Amoniaco
07,Castilla la Mancha,13,CIUDAD REAL,BGNC,Biogas natural comprimido
07,Castilla la Mancha,13,CIUDAD REAL,BGNL,Biogas natural licuado
