codigo_comunidad_autonoma,comunidad_autonoma,codigo_provincia,provincia,codigo_carburante,tipo_carburante
16,País Vasco,20,GIPUZKOA,G95E5+,Gasolina 95 E5 Premium
16,País Vasco,20,GIPUZKOA,G98E5,Gasolina 98 E5
16,País Vasco,20,GIPUZKOA,G98E10,Gasolina 98 E10
16,País Vasco,20,GIPUZKOA,GOA,Gasóleo A habitual
16,País Vasco,20,GIPUZKOA,GOA+,Gasóleo Premium
16,País Vasco,20,GIPUZKOA,GOB,Gasóleo B
16,País Vasco,20,GIPUZKOA,GOC,Gasóleo C
16,País Vasco,20,GIPUZKOA,BIE,Bioetanol
16,País Vasco,20,GIPUZKOA,BIO,Biodiésel
16,País Vasco,20,GIPUZKOA,GLP,Gases licuados del petróleo
16,País Vasco,20,GIPUZKOA,GNC,Gas natural comprimido
16,País Vasco,20,GIPUZKOA,GNL,Gas natural licuado
16,País Vasco,20,GIPUZKOA,H2,Hidrógeno
16,País Vasco,20,GIPUZKOA,ADB,Adblue
16,País Vasco,20,GIPUZKOA,DREN,Diésel renovable
16,País Vasco,20,GIPUZKOA,GREN,Gasolina renovable
16,País Vasco,20,GIPUZKOA,MET,Metanol
16,País Vasco,20,GIPUZKOA,AMO,Amoniaco
16,País Vasco,20,GIPUZKOA,BGNC,Biogas natural comprimido
16,País Vasco,20,GIPUZKOA,BGNL,Biogas natural licuado
16,País Vasco,48,BIZKAIA,G95E5,Gasolina 95 E5
16,País Vasco,48,BIZKAIA,G95E10,Gasolina 95 E10
16,País Vasco,48,BIZKAIA,G95E25,Gasolina 95 E25
16,País Vasco,48,BIZKAIA,G95E85,Gasolina 95 E85
16,País Vasco,48,BIZKAIA,G95E5+,Gasolina 95 E5 Premium
16,País Vasco,48,BIZKAIA,G98E5,Gasolina 98 E5
16,País Vasco,48,BIZKAIA,G98E10,Gasolina 98 E10
16,País Vasco,48,BIZKAIA,GOA,Gasóleo A habitual
16,País Vasco,48,BIZKAIA,GOA+,Gasóleo Premium
16,País Vasco,48,BIZKAIA,GOB,Gasóleo B
16,País Vasco,48,BIZKAIA,GOC,Gasóleo C
16,País Vasco,48,BIZKAIA,BIE,Bioetanol
16,País Vasco,48,BIZKAIA,BIO,Biodiésel
16,País Vasco,48,BIZKAIA,GLP,Gases licuados del petróleo
16,País Vasco,48,BIZKAIA,GNC,Gas natural comprimido
16,País Vasco,48,BIZKAIA,GNL,Gas natural licuado
16,País Vasco,48,BIZKAIA,H2,Hidrógeno
16,País Vasco,48,BIZKAIA,ADB,Adblue
16,País Vasco,48,BIZKAIA,DREN,Diésel renovable
16,País Vasco,48,BIZKAIA,GREN,Gasolina renovable
16,País Vasco,48,BIZKAIA,MET,Metanol
16,País Vasco,48,BIZKAIA,AMO,Amoniaco
16,País Vasco,48,BIZKAIA,BGNC,Biogas natural comprimido
16,País Vasco,48,BIZKAIA,BGNL,Biogas natural licuado
17,Rioja (La),26,RIOJA (LA),G95E5,Gasolina 95 E5
17,Rioja (La),26,RIOJA (LA),G95E10,Gasolina 95 E10
17,Rioja (La),26,RIOJA (LA),G95E25,Gasolina 95 E25
17,Rioja (La),26,RIOJA (LA),G95E85,Gasolina 95 E85
17,Rioja (La),26,RIOJA (LA),G95E5+,Gasolina 95 E5 Premium
17,Rioja (La),26,RIOJA (LA),G98E5,Gasolina 98 E5
17,Rioja (La),26,RIOJA (LA),G98E10,Gasolina 98 E10
17,Rioja (La),26,RIOJA (LA),GOA,Gasóleo A habitual
17,Rioja (La),26,RIOJA (LA),GOA+,Gasóleo Premium
17,Rioja (La),26,RIOJA (LA),GOB,Gasóleo B
17,Rioja (La),26,RIOJA (LA),GOC,Gasóleo C
17,Rioja (La),26,RIOJA (LA),BIE,Bioetanol
17,Rioja (La),26,RIOJA (LA),BIO,Biodiésel
17,Rioja (La),26,RIOJA (LA),GLP,Gases licuados del petróleo
17,Rioja (La),26,RIOJA (LA),GNC,Gas natural comprimido
17,Rioja (La),26,RIOJA (LA),GNL,Gas natural licuado
17,Rioja (La),26,RIOJA (LA),H2,Hidrógeno
17,Rioja (La),26,RIOJA (LA),ADB,Adblue
17,Rioja (La),26,RIOJA (LA),DREN,Diésel renovable
17,Rioja (La),26,RIOJA (LA),GREN,Gasolina renovable
17,Rioja (La),26,RIOJA (LA),MET,Metanol
17,Rioja (La),26,RIOJA (LA),AMO,Amoniaco
17,Rioja (La),26,RIOJA (LA),BGNC,Biogas natural comprimido
17,Rioja (La),26,RIOJA (LA),BGNL,Biogas natural licuado
18,Ceuta,51,CEUTA,G95E5,Gasolina 95 E5
18,Ceuta,51,CEUTA,G95E10,Gasolina 95 E10
18,Ceuta,51,CEUTA,G95E25,Gasolina 95 E25
18,Ceuta,51,CEUTA,G95E85,Gasolina 95 E85
18,Ceuta,51,CEUTA,G95E5+,Gasolina 95 E5 Premium
18,Ceuta,51,CEUTA,G98E5,Gasolina 98 E5
18,Ceuta,51,CEUTA,G98E10,Gasolina 98 E10
18,Ceuta,51,CEUTA,GOA,Gasóleo A habitual
18,Ceuta,51,CEUTA,GOA+,Gasóleo Premium
18,Ceuta,51,CEUTA,GOB,Gasóleo B
18,Ceuta,51,CEUTA,GOC,Gasóleo C
18,Ceuta,51,CEUTA,BIE,Bioetanol
18,Ceuta,51,CEUTA,BIO,Biodiésel
18,Ceuta,51,CEUTA,GLP,Gases licuados del petróleo
18,Ceuta,51,CEUTA,GNC,Gas natural comprimido
18,Ceuta,51,CEUTA,GNL,Gas natural licuado
18,Ceuta,51,CEUTA,H2,Hidrógeno
18,Ceuta,51,CEUTA,ADB,Adblue
18,Ceuta,51,CEUTA,DREN,Diésel renovable
18,Ceuta,51,CEUTA,GREN,Gasolina renovable
18,Ceuta,51,CEUTA,MET,Metanol
18,Ceuta,51,CEUTA,AMO,Amoniaco
18,Ceuta,51,CEUTA,BGNC,Biogas natural comprimido
18,Ceuta,51,CEUTA,BGNL,Biogas natural licuado
19,Melilla,52,MELILLA,G95E5,Gasolina 95 E5
19,Melilla,52,MELILLA,G95E10,Gasolina 95 E10
19,Melilla,52,MELILLA,G95E25,Gasolina 95 E25
19,Melilla,52,MELILLA,G95E85,Gasolina 95 E85
19,Melilla,52,MELILLA,G95E5+,Gasolina 95 E5 Premium
19,Melilla,52,MELILLA,G98E5,Gasolina 98 E5
19,Melilla,52,MELILLA,G98E10,Gasolina 98 E10
19,Melilla,52,MELILLA,GOA,Gasóleo A habitual
19,Melilla,52,MELILLA,GOA+,Gasóleo Premium
19,Melilla,52,MELILLA,GOB,Gasóleo B
19,Melilla,52,MELILLA,GOC,Gasóleo C
19,Melilla,52,MELILLA,BIE,Bioetanol
19,Melilla,52,MELILLA,BIO,Biodiésel
19,Melilla,52,MELILLA,GLP,Gases licuados del petróleo
19,Melilla,52,MELILLA,GNC,Gas natural comprimido
19,Melilla,52,MELILLA,GNL,Gas natural licuado
19,Melilla,52,MELILLA,H2,Hidrógeno
19,Melilla,52,MELILLA,ADB,Adblue
19,Melilla,52,MELILLA,DREN,Diésel renovable
19,Melilla,52,MELILLA,GREN,Gasolina renovable
19,Melilla,52,MELILLA,MET,Metanol
19,Melilla,52,MELILLA,AMO,Amoniaco
19,Melilla,52,MELILLA,BGNC,Biogas natural comprimido
19,Melilla,52,MELILLA,BGNL,Biogas natural licuado
