Comunidad Autonoma,Provincia,Carburante,Fecha,Precio
Andalucia,ALMERÍA,Gasolina 95 E5,01/01/2025,1.502
Andalucia,ALMERÍA,Gasolina 95 E5,02/01/2025,1.502
Andalucia,ALMERÍA,Gasolina 95 E5,03/01/2025,1.506
Andalucia,ALMERÍA,Gasolina 95 E5,04/01/2025,1.509
Andalucia,ALMERÍA,Gasolina 95 E5,05/01/2025,1.51
Andalucia,ALMERÍA,Gasolina 95 E5,06/01/2025,1.511
Andalucia,ALMERÍA,Gasolina 95 E5,07/01/2025,1.514
Andalucia,ALMERÍA,Gasolina 95 E5,08/01/2025,1.52
Andalucia,ALMERÍA,Gasolina 95 E5,09/01/2025,1.522
Andalucia,ALMERÍA,Gasolina 95 E5,10/01/2025,1.523
Andalucia,ALMERÍA,Gasolina 95 E5,11/01/2025,1.524
Andalucia,ALMERÍA,Gasolina 95 E5,12/01/2025,1.525
Andalucia,ALMERÍA,Gasolina 95 E5,13/01/2025,1.532
Andalucia,ALMERÍA,Gasolina 95 E5,14/01/2025,1.535
Andalucia,ALMERÍA,Gasolina 95 E5,15/01/2025,1.539
Andalucia,ALMERÍA,Gasolina 95 E5,16/01/2025,1.544
Andalucia,ALMERÍA,Gasolina 95 E5,17/01/2025,1.545
Andalucia,ALMERÍA,Gasolina 95 E5,18/01/2025,1.546
Andalucia,ALMERÍA,Gasolina 95 E5,19/01/2025,1.546
Andalucia,ALMERÍA,Gasolina 95 E5,20/01/2025,1.55
Andalucia,ALMERÍA,Gasolina 95 E5,21/01/2025,1.555
Andalucia,ALMERÍA,Gasolina 95 E5,22/01/2025,1.556
Andalucia,ALMERÍA,Gasolina 95 E5,23/01/2025,1.556
Andalucia,ALMERÍA,Gasolina 95 E5,24/01/2025,1.554
Andalucia,ALMERÍA,Gasolina 95 E5,25/01/2025,1.553
Andalucia,ALMERÍA,Gasolina 95 E5,26/01/2025,1.554
Andalucia,ALMERÍA,Gasolina 95 E5,27/01/2025,1.552
Andalucia,ALMERÍA,Gasolina 95 E5,28/01/2025,1.551
Andalucia,ALMERÍA,Gasolina 95 E5,29/01/2025,1.549
Andalucia,ALMERÍA,Gasolina 95 E5,30/01/2025,1.55
Andalucia,ALMERÍA,Gasolina 95 E5,31/01/2025,1.548
Andalucia,ALMERÍA,Gasolina 98 E5,01/01/2025,1.692
Andalucia,ALMERÍA,Gasolina 98 E5,02/01/2025,1.692
Andalucia,ALMERÍA,Gasolina 98 E5,03/01/2025,1.698
Andalucia,ALMERÍA,Gasolina 98 E5,04/01/2025,1.699
Andalucia,ALMERÍA,Gasolina 98 E5,05/01/2025,1.7
Andalucia,ALMERÍA,Gasolina 98 E5,06/01/2025,1.701
Andalucia,ALMERÍA,Gasolina 98 E5,07/01/2025,1.706
Andalucia,ALMERÍA,Gasolina 98 E5,08/01/2025,1.709
Andalucia,ALMERÍA,Gasolina 98 E5,09/01/2025,1.71
Andalucia,ALMERÍA,Gasolina 98 E5,10/01/2025,1.713
Andalucia,ALMERÍA,Gasolina 98 E5,11/01/2025,1.713
Andalucia,ALMERÍA,Gasolina 98 E5,12/01/2025,1.714
Andalucia,ALMERÍA,Gasolina 98 E5,13/01/2025,1.717
Andalucia,ALMERÍA,Gasolina 98 E5,14/01/2025,1.72
Andalucia,ALMERÍA,Gasolina 98 E5,15/01/2025,1.724
Andalucia,ALMERÍA,Gasolina 98 E5,16/01/2025,1.729
Andalucia,ALMERÍA,Gasolina 98 E5,17/01/2025,1.733
Andalucia,ALMERÍA,Gasolina 98 E5,18/01/2025,1.733
Andalucia,ALMERÍA,Gasolina 98 E5,19/01/2025,1.733
Andalucia,ALMERÍA,Gasolina 98 E5,20/01/2025,1.735
Andalucia,ALMERÍA,Gasolina 98 E5,21/01/2025,1.737
Andalucia,ALMERÍA,Gasolina 98 E5,22/01/2025,1.737
Andalucia,ALMERÍA,Gasolina 98 E5,23/01/2025,1.738
Andalucia,ALMERÍA,Gasolina 98 E5,24/01/2025,1.739
Andalucia,ALMERÍA,Gasolina 98 E5,25/01/2025,1.736
Andalucia,ALMERÍA,Gasolina 98 E5,26/01/2025,1.737
Andalucia,ALMERÍA,Gasolina 98 E5,27/01/2025,1.735
Andalucia,ALMERÍA,Gasolina 98 E5,28/01/2025,1.734
Andalucia,ALMERÍA,Gasolina 98 E5,29/01/2025,1.731
Andalucia,ALMERÍA,Gasolina 98 E5,30/01/2025,1.733
Andalucia,ALMERÍA,Gasolina 98 E5,31/01/2025,1.734
Andalucia,ALMERÍA,Gasóleo A habitual,01/01/2025,1.419
Andalucia,ALMERÍA,Gasóleo A habitual,02/01/2025,1.419
Andalucia,ALMERÍA,Gasóleo A habitual,03/01/2025,1.422
Andalucia,ALMERÍA,Gasóleo A habitual,04/01/2025,1.425
Andalucia,ALMERÍA,Gasóleo A habitual,05/01/2025,1.426
Andalucia,ALMERÍA,Gasóleo A habitual,06/01/2025,1.427
Andalucia,ALMERÍA,Gasóleo A habitual,07/01/2025,1.432
Andalucia,ALMERÍA,Gasóleo A habitual,08/01/2025,1.437
Andalucia,ALMERÍA,Gasóleo A habitual,09/01/2025,1.438
Andalucia,ALMERÍA,Gasóleo A habitual,10/01/2025,1.439
Andalucia,ALMERÍA,Gasóleo A habitual,11/01/2025,1.441
Andalucia,ALMERÍA,Gasóleo A habitual,12/01/2025,1.442
Andalucia,ALMERÍA,Gasóleo A habitual,13/01/2025,1.449
Andalucia,ALMERÍA,Gasóleo A habitual,14/01/2025,1.451
Andalucia,ALMERÍA,Gasóleo A habitual,15/01/2025,1.458
Andalucia,ALMERÍA,Gasóleo A habitual,16/01/2025,1.464
Andalucia,ALMERÍA,Gasóleo A habitual,17/01/2025,1.466
Andalucia,ALMERÍA,Gasóleo A habitual,18/01/2025,1.468
Andalucia,ALMERÍA,Gasóleo A habitual,19/01/2025,1.468
Andalucia,ALMERÍA,Gasóleo A habitual,20/01/2025,1.473
Andalucia,ALMERÍA,Gasóleo A habitual,21/01/2025,1.478
Andalucia,ALMERÍA,Gasóleo A habitual,22/01/2025,1.48
Andalucia,ALMERÍA,Gasóleo A habitual,23/01/2025,1.48
Andalucia,ALMERÍA,Gasóleo A habitual,24/01/2025,1.477
Andalucia,ALMERÍA,Gasóleo A habitual,25/01/2025,1.478
Andalucia,ALMERÍA,Gasóleo A habitual,26/01/2025,1.476
Andalucia,ALMERÍA,Gasóleo A habitual,27/01/2025,1.474
Andalucia,ALMERÍA,Gasóleo A habitual,28/01/2025,1.474
Andalucia,ALMERÍA,Gasóleo A habitual,29/01/2025,1.472
Andalucia,ALMERÍA,Gasóleo A habitual,30/01/2025,1.472
Andalucia,ALMERÍA,Gasóleo A habitual,31/01/2025,1.471
Andalucia,ALMERÍA,Gasóleo Premium,01/01/2025,1.525
Andalucia,ALMERÍA,Gasóleo Premium,02/01/2025,1.524
Andalucia,ALMERÍA,Gasóleo Premium,03/01/2025,1.528
Andalucia,ALMERÍA,Gasóleo Premium,04/01/2025,1.53
Andalucia,ALMERÍA,Gasóleo Premium,05/01/2025,1.531
Andalucia,ALMERÍA,Gasóleo Premium,06/01/2025,1.533
Andalucia,ALMERÍA,Gasóleo Premium,07/01/2025,1.537
Andalucia,ALMERÍA,Gasóleo Premium,08/01/2025,1.539
Andalucia,ALMERÍA,Gasóleo Premium,09/01/2025,1.542
Andalucia,ALMERÍA,Gasóleo Premium,10/01/2025,1.543
Andalucia,ALMERÍA,Gasóleo Premium,11/01/2025,1.546
Andalucia,ALMERÍA,Gasóleo Premium,12/01/2025,1.547
Andalucia,ALMERÍA,Gasóleo Premium,13/01/2025,1.551
Andalucia,ALMERÍA,Gasóleo Premium,14/01/2025,1.554
Andalucia,ALMERÍA,Gasóleo Premium,15/01/2025,1.561
Andalucia,ALMERÍA,Gasóleo Premium,16/01/2025,1.568
Andalucia,ALMERÍA,Gasóleo Premium,17/01/2025,1.572
Andalucia,ALMERÍA,Gasóleo Premium,18/01/2025,1.574
Andalucia,ALMERÍA,Gasóleo Premium,19/01/2025,1.575
Andalucia,ALMERÍA,Gasóleo Premium,20/01/2025,1.578
Andalucia,ALMERÍA,Gasóleo Premium,21/01/2025,1.582
Andalucia,ALMERÍA,Gasóleo Premium,22/01/2025,1.585
Andalucia,ALMERÍA,Gasóleo Premium,23/01/2025,1.587
Andalucia,ALMERÍA,Gasóleo Premium,24/01/2025,1.586
Andalucia,ALMERÍA,Gasóleo Premium,25/01/2025,1.586
Andalucia,ALMERÍA,Gasóleo Premium,26/01/2025,1.585
Andalucia,ALMERÍA,Gasóleo Premium,27/01/2025,1.582
Andalucia,ALMERÍA,Gasóleo Premium,28/01/2025,1.582
Andalucia,ALMERÍA,Gasóleo Premium,29/01/2025,1.581
Andalucia,ALMERÍA,Gasóleo Premium,30/01/2025,1.579
Andalucia,ALMERÍA,Gasóleo Premium,31/01/2025,1.58
Andalucia,ALMERÍA,Gases licuados del petróleo,01/01/2025,0.968
Andalucia,ALMERÍA,Gases licuados del petróleo,02/01/2025,0.969
Andalucia,ALMERÍA,Gases licuados del petróleo,03/01/2025,0.969
Andalucia,ALMERÍA,Gases licuados del petróleo,04/01/2025,0.969
Andalucia,ALMERÍA,Gases licuados del petróleo,05/01/2025,0.969
Andalucia,ALMERÍA,Gases licuados del petróleo,06/01/2025,0.969
Andalucia,ALMERÍA,Gases licuados del petróleo,07/01/2025,0.97
Andalucia,ALMERÍA,Gases licuados del petróleo,08/01/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,09/01/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,10/01/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,11/01/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,12/01/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,13/01/2025,0.97
Andalucia,ALMERÍA,Gases licuados del petróleo,14/01/2025,0.97
Andalucia,ALMERÍA,Gases licuados del petróleo,15/01/2025,0.97
Andalucia,ALMERÍA,Gases licuados del petróleo,16/01/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,17/01/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,18/01/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,19/01/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,20/01/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,21/01/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,22/01/2025,0.972
Andalucia,ALMERÍA,Gases licuados del petróleo,23/01/2025,0.972
Andalucia,ALMERÍA,Gases licuados del petróleo,24/01/2025,0.972
Andalucia,ALMERÍA,Gases licuados del petróleo,25/01/2025,0.972
Andalucia,ALMERÍA,Gases licuados del petróleo,26/01/2025,0.972
Andalucia,ALMERÍA,Gases licuados del petróleo,27/01/2025,0.972
Andalucia,ALMERÍA,Gases licuados del petróleo,28/01/2025,0.972
Andalucia,ALMERÍA,Gases licuados del petróleo,29/01/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,30/01/2025,0.972
Andalucia,ALMERÍA,Gases licuados del petróleo,31/01/2025,0.972
Andalucia,ALMERÍA,Gasolina 95 E5,01/02/2025,1.548
Andalucia,ALMERÍA,Gasolina 95 E5,02/02/2025,1.549
Andalucia,ALMERÍA,Gasolina 95 E5,03/02/2025,1.549
Andalucia,ALMERÍA,Gasolina 95 E5,04/02/2025,1.549
Andalucia,ALMERÍA,Gasolina 95 E5,05/02/2025,1.548
Andalucia,ALMERÍA,Gasolina 95 E5,06/02/2025,1.547
Andalucia,ALMERÍA,Gasolina 95 E5,07/02/2025,1.546
Andalucia,ALMERÍA,Gasolina 95 E5,08/02/2025,1.546
Andalucia,ALMERÍA,Gasolina 95 E5,09/02/2025,1.546
Andalucia,ALMERÍA,Gasolina 95 E5,10/02/2025,1.547
Andalucia,ALMERÍA,Gasolina 95 E5,11/02/2025,1.546
Andalucia,ALMERÍA,Gasolina 95 E5,12/02/2025,1.548
Andalucia,ALMERÍA,Gasolina 95 E5,13/02/2025,1.549
Andalucia,ALMERÍA,Gasolina 95 E5,14/02/2025,1.548
Andalucia,ALMERÍA,Gasolina 95 E5,15/02/2025,1.548
Andalucia,ALMERÍA,Gasolina 95 E5,16/02/2025,1.548
Andalucia,ALMERÍA,Gasolina 95 E5,17/02/2025,1.55
Andalucia,ALMERÍA,Gasolina 95 E5,18/02/2025,1.548
Andalucia,ALMERÍA,Gasolina 95 E5,19/02/2025,1.546
Andalucia,ALMERÍA,Gasolina 95 E5,20/02/2025,1.547
Andalucia,ALMERÍA,Gasolina 95 E5,21/02/2025,1.549
Andalucia,ALMERÍA,Gasolina 95 E5,22/02/2025,1.55
Andalucia,ALMERÍA,Gasolina 95 E5,23/02/2025,1.549
Andalucia,ALMERÍA,Gasolina 95 E5,24/02/2025,1.548
Andalucia,ALMERÍA,Gasolina 95 E5,25/02/2025,1.545
Andalucia,ALMERÍA,Gasolina 95 E5,26/02/2025,1.542
Andalucia,ALMERÍA,Gasolina 95 E5,27/02/2025,1.539
Andalucia,ALMERÍA,Gasolina 95 E5,28/02/2025,1.537
Andalucia,ALMERÍA,Gasolina 98 E5,01/02/2025,1.733
Andalucia,ALMERÍA,Gasolina 98 E5,02/02/2025,1.733
Andalucia,ALMERÍA,Gasolina 98 E5,03/02/2025,1.734
Andalucia,ALMERÍA,Gasolina 98 E5,04/02/2025,1.732
Andalucia,ALMERÍA,Gasolina 98 E5,05/02/2025,1.732
Andalucia,ALMERÍA,Gasolina 98 E5,06/02/2025,1.732
Andalucia,ALMERÍA,Gasolina 98 E5,07/02/2025,1.733
Andalucia,ALMERÍA,Gasolina 98 E5,08/02/2025,1.731
Andalucia,ALMERÍA,Gasolina 98 E5,09/02/2025,1.732
Andalucia,ALMERÍA,Gasolina 98 E5,10/02/2025,1.731
Andalucia,ALMERÍA,Gasolina 98 E5,11/02/2025,1.73
Andalucia,ALMERÍA,Gasolina 98 E5,12/02/2025,1.733
Andalucia,ALMERÍA,Gasolina 98 E5,13/02/2025,1.735
Andalucia,ALMERÍA,Gasolina 98 E5,14/02/2025,1.737
Andalucia,ALMERÍA,Gasolina 98 E5,15/02/2025,1.734
Andalucia,ALMERÍA,Gasolina 98 E5,16/02/2025,1.736
Andalucia,ALMERÍA,Gasolina 98 E5,17/02/2025,1.736
Andalucia,ALMERÍA,Gasolina 98 E5,18/02/2025,1.733
Andalucia,ALMERÍA,Gasolina 98 E5,19/02/2025,1.731
Andalucia,ALMERÍA,Gasolina 98 E5,20/02/2025,1.729
Andalucia,ALMERÍA,Gasolina 98 E5,21/02/2025,1.734
Andalucia,ALMERÍA,Gasolina 98 E5,22/02/2025,1.731
Andalucia,ALMERÍA,Gasolina 98 E5,23/02/2025,1.73
Andalucia,ALMERÍA,Gasolina 98 E5,24/02/2025,1.73
Andalucia,ALMERÍA,Gasolina 98 E5,25/02/2025,1.726
Andalucia,ALMERÍA,Gasolina 98 E5,26/02/2025,1.721
Andalucia,ALMERÍA,Gasolina 98 E5,27/02/2025,1.72
Andalucia,ALMERÍA,Gasolina 98 E5,28/02/2025,1.722
Andalucia,ALMERÍA,Gasóleo A habitual,01/02/2025,1.472
Andalucia,ALMERÍA,Gasóleo A habitual,02/02/2025,1.473
Andalucia,ALMERÍA,Gasóleo A habitual,03/02/2025,1.475
Andalucia,ALMERÍA,Gasóleo A habitual,04/02/2025,1.475
Andalucia,ALMERÍA,Gasóleo A habitual,05/02/2025,1.475
Andalucia,ALMERÍA,Gasóleo A habitual,06/02/2025,1.476
Andalucia,ALMERÍA,Gasóleo A habitual,07/02/2025,1.477
Andalucia,ALMERÍA,Gasóleo A habitual,08/02/2025,1.478
Andalucia,ALMERÍA,Gasóleo A habitual,09/02/2025,1.478
Andalucia,ALMERÍA,Gasóleo A habitual,10/02/2025,1.478
Andalucia,ALMERÍA,Gasóleo A habitual,11/02/2025,1.476
Andalucia,ALMERÍA,Gasóleo A habitual,12/02/2025,1.478
Andalucia,ALMERÍA,Gasóleo A habitual,13/02/2025,1.478
Andalucia,ALMERÍA,Gasóleo A habitual,14/02/2025,1.479
Andalucia,ALMERÍA,Gasóleo A habitual,15/02/2025,1.479
Andalucia,ALMERÍA,Gasóleo A habitual,16/02/2025,1.478
Andalucia,ALMERÍA,Gasóleo A habitual,17/02/2025,1.479
Andalucia,ALMERÍA,Gasóleo A habitual,18/02/2025,1.479
Andalucia,ALMERÍA,Gasóleo A habitual,19/02/2025,1.477
Andalucia,ALMERÍA,Gasóleo A habitual,20/02/2025,1.478
Andalucia,ALMERÍA,Gasóleo A habitual,21/02/2025,1.478
Andalucia,ALMERÍA,Gasóleo A habitual,22/02/2025,1.482
Andalucia,ALMERÍA,Gasóleo A habitual,23/02/2025,1.481
Andalucia,ALMERÍA,Gasóleo A habitual,24/02/2025,1.481
Andalucia,ALMERÍA,Gasóleo A habitual,25/02/2025,1.48
Andalucia,ALMERÍA,Gasóleo A habitual,26/02/2025,1.478
Andalucia,ALMERÍA,Gasóleo A habitual,27/02/2025,1.476
Andalucia,ALMERÍA,Gasóleo A habitual,28/02/2025,1.474
Andalucia,ALMERÍA,Gasóleo Premium,01/02/2025,1.579
Andalucia,ALMERÍA,Gasóleo Premium,02/02/2025,1.58
Andalucia,ALMERÍA,Gasóleo Premium,03/02/2025,1.582
Andalucia,ALMERÍA,Gasóleo Premium,04/02/2025,1.582
Andalucia,ALMERÍA,Gasóleo Premium,05/02/2025,1.582
Andalucia,ALMERÍA,Gasóleo Premium,06/02/2025,1.583
Andalucia,ALMERÍA,Gasóleo Premium,07/02/2025,1.585
Andalucia,ALMERÍA,Gasóleo Premium,08/02/2025,1.585
Andalucia,ALMERÍA,Gasóleo Premium,09/02/2025,1.585
Andalucia,ALMERÍA,Gasóleo Premium,10/02/2025,1.585
Andalucia,ALMERÍA,Gasóleo Premium,11/02/2025,1.584
Andalucia,ALMERÍA,Gasóleo Premium,12/02/2025,1.586
Andalucia,ALMERÍA,Gasóleo Premium,13/02/2025,1.586
Andalucia,ALMERÍA,Gasóleo Premium,14/02/2025,1.589
Andalucia,ALMERÍA,Gasóleo Premium,15/02/2025,1.588
Andalucia,ALMERÍA,Gasóleo Premium,16/02/2025,1.586
Andalucia,ALMERÍA,Gasóleo Premium,17/02/2025,1.587
Andalucia,ALMERÍA,Gasóleo Premium,18/02/2025,1.586
Andalucia,ALMERÍA,Gasóleo Premium,19/02/2025,1.585
Andalucia,ALMERÍA,Gasóleo Premium,20/02/2025,1.586
Andalucia,ALMERÍA,Gasóleo Premium,21/02/2025,1.587
Andalucia,ALMERÍA,Gasóleo Premium,22/02/2025,1.588
Andalucia,ALMERÍA,Gasóleo Premium,23/02/2025,1.588
Andalucia,ALMERÍA,Gasóleo Premium,24/02/2025,1.587
Andalucia,ALMERÍA,Gasóleo Premium,25/02/2025,1.587
Andalucia,ALMERÍA,Gasóleo Premium,26/02/2025,1.585
Andalucia,ALMERÍA,Gasóleo Premium,27/02/2025,1.583
Andalucia,ALMERÍA,Gasóleo Premium,28/02/2025,1.59
Andalucia,ALMERÍA,Gases licuados del petróleo,01/02/2025,0.972
Andalucia,ALMERÍA,Gases licuados del petróleo,02/02/2025,0.972
Andalucia,ALMERÍA,Gases licuados del petróleo,03/02/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,04/02/2025,0.971
Andalucia,ALMERÍA,Gases licuados del petróleo,05/02/2025,0.974
Andalucia,ALMERÍA,Gases licuados del petróleo,06/02/2025,0.974
Andalucia,ALMERÍA,Gases licuados del petróleo,07/02/2025,0.975
Andalucia,ALMERÍA,Gases licuados del petróleo,08/02/2025,0.975
Andalucia,ALMERÍA,Gases licuados del petróleo,09/02/2025,0.975
Andalucia,ALMERÍA,Gases licuados del petróleo,10/02/2025,0.975
Andalucia,ALMERÍA,Gases licuados del petróleo,11/02/2025,0.975
Andalucia,ALMERÍA,Gases licuados del petróleo,12/02/2025,0.979
Andalucia,ALMERÍA,Gases licuados del petróleo,13/02/2025,0.98
Andalucia,ALMERÍA,Gases licuados del petróleo,14/02/2025,0.98
Andalucia,ALMERÍA,Gases licuados del petróleo,15/02/2025,0.98
Andalucia,ALMERÍA,Gases licuados del petróleo,16/02/2025,0.98
Andalucia,ALMERÍA,Gases licuados del petróleo,17/02/2025,0.981
Andalucia,ALMERÍA,Gases licuados del petróleo,18/02/2025,0.981
Andalucia,ALMERÍA,Gases licuados del petróleo,19/02/2025,0.981
Andalucia,ALMERÍA,Gases licuados del petróleo,20/02/2025,0.981
Andalucia,ALMERÍA,Gases licuados del petróleo,21/02/2025,0.981
Andalucia,ALMERÍA,Gases licuados del petróleo,22/02/2025,0.981
Andalucia,ALMERÍA,Gases licuados del petróleo,23/02/2025,0.981
Andalucia,ALMERÍA,Gases licuados del petróleo,24/02/2025,0.981
Andalucia,ALMERÍA,Gases licuados del petróleo,25/02/2025,0.981
Andalucia,ALMERÍA,Gases licuados del petróleo,26/02/2025,0.981
Andalucia,ALMERÍA,Gases licuados del petróleo,27/02/2025,0.981
Andalucia,ALMERÍA,Gases licuados del petróleo,28/02/2025,0.981
Andalucia,ALMERÍA,Gasolina 95 E5,01/03/2025,1.534
Andalucia,ALMERÍA,Gasolina 95 E5,02/03/2025,1.535
Andalucia,ALMERÍA,Gasolina 95 E5,03/03/2025,1.532
Andalucia,ALMERÍA,Gasolina 95 E5,04/03/2025,1.532
Andalucia,ALMERÍA,Gasolina 95 E5,05/03/2025,1.527
Andalucia,ALMERÍA,Gasolina 95 E5,06/03/2025,1.522
Andalucia,ALMERÍA,Gasolina 95 E5,07/03/2025,1.517
Andalucia,ALMERÍA,Gasolina 95 E5,08/03/2025,1.512
Andalucia,ALMERÍA,Gasolina 95 E5,09/03/2025,1.512
Andalucia,ALMERÍA,Gasolina 95 E5,10/03/2025,1.506
Andalucia,ALMERÍA,Gasolina 95 E5,11/03/2025,1.502
Andalucia,ALMERÍA,Gasolina 95 E5,12/03/2025,1.5
Andalucia,ALMERÍA,Gasolina 95 E5,13/03/2025,1.496
Andalucia,ALMERÍA,Gasolina 95 E5,14/03/2025,1.494
Andalucia,ALMERÍA,Gasolina 95 E5,15/03/2025,1.491
Andalucia,ALMERÍA,Gasolina 95 E5,16/03/2025,1.49
Andalucia,ALMERÍA,Gasolina 95 E5,17/03/2025,1.487
Andalucia,ALMERÍA,Gasolina 95 E5,18/03/2025,1.485
Andalucia,ALMERÍA,Gasolina 95 E5,19/03/2025,1.481
Andalucia,ALMERÍA,Gasolina 95 E5,20/03/2025,1.482
Andalucia,ALMERÍA,Gasolina 95 E5,21/03/2025,1.481
Andalucia,ALMERÍA,Gasolina 95 E5,22/03/2025,1.481
Andalucia,ALMERÍA,Gasolina 95 E5,23/03/2025,1.479
Andalucia,ALMERÍA,Gasolina 95 E5,24/03/2025,1.478
Andalucia,ALMERÍA,Gasolina 95 E5,25/03/2025,1.478
Andalucia,ALMERÍA,Gasolina 95 E5,26/03/2025,1.479
Andalucia,ALMERÍA,Gasolina 95 E5,27/03/2025,1.481
Andalucia,ALMERÍA,Gasolina 95 E5,28/03/2025,1.481
Andalucia,ALMERÍA,Gasolina 95 E5,29/03/2025,1.481
Andalucia,ALMERÍA,Gasolina 95 E5,30/03/2025,1.481
Andalucia,ALMERÍA,Gasolina 95 E5,31/03/2025,1.483
Andalucia,ALMERÍA,Gasolina 98 E5,01/03/2025,1.718
Andalucia,ALMERÍA,Gasolina 98 E5,02/03/2025,1.719
Andalucia,ALMERÍA,Gasolina 98 E5,03/03/2025,1.715
Andalucia,ALMERÍA,Gasolina 98 E5,04/03/2025,1.717
Andalucia,ALMERÍA,Gasolina 98 E5,05/03/2025,1.717
Andalucia,ALMERÍA,Gasolina 98 E5,06/03/2025,1.714
Andalucia,ALMERÍA,Gasolina 98 E5,07/03/2025,1.711
Andalucia,ALMERÍA,Gasolina 98 E5,08/03/2025,1.706
Andalucia,ALMERÍA,Gasolina 98 E5,09/03/2025,1.706
Andalucia,ALMERÍA,Gasolina 98 E5,10/03/2025,1.7
Andalucia,ALMERÍA,Gasolina 98 E5,11/03/2025,1.696
Andalucia,ALMERÍA,Gasolina 98 E5,12/03/2025,1.695
Andalucia,ALMERÍA,Gasolina 98 E5,13/03/2025,1.691
Andalucia,ALMERÍA,Gasolina 98 E5,14/03/2025,1.693
Andalucia,ALMERÍA,Gasolina 98 E5,15/03/2025,1.692
Andalucia,ALMERÍA,Gasolina 98 E5,16/03/2025,1.69
Andalucia,ALMERÍA,Gasolina 98 E5,17/03/2025,1.689
Andalucia,ALMERÍA,Gasolina 98 E5,18/03/2025,1.687
Andalucia,ALMERÍA,Gasolina 98 E5,19/03/2025,1.688
Andalucia,ALMERÍA,Gasolina 98 E5,20/03/2025,1.688
Andalucia,ALMERÍA,Gasolina 98 E5,21/03/2025,1.689
Andalucia,ALMERÍA,Gasolina 98 E5,22/03/2025,1.687
Andalucia,ALMERÍA,Gasolina 98 E5,23/03/2025,1.686
Andalucia,ALMERÍA,Gasolina 98 E5,24/03/2025,1.686
Andalucia,ALMERÍA,Gasolina 98 E5,25/03/2025,1.684
Andalucia,ALMERÍA,Gasolina 98 E5,26/03/2025,1.686
Andalucia,ALMERÍA,Gasolina 98 E5,27/03/2025,1.687
Andalucia,ALMERÍA,Gasolina 98 E5,28/03/2025,1.689
Andalucia,ALMERÍA,Gasolina 98 E5,29/03/2025,1.688
Andalucia,ALMERÍA,Gasolina 98 E5,30/03/2025,1.689
Andalucia,ALMERÍA,Gasolina 98 E5,31/03/2025,1.689
Andalucia,ALMERÍA,Gasóleo A habitual,01/03/2025,1.472
Andalucia,ALMERÍA,Gasóleo A habitual,02/03/2025,1.474
Andalucia,ALMERÍA,Gasóleo A habitual,03/03/2025,1.47
Andalucia,ALMERÍA,Gasóleo A habitual,04/03/2025,1.469
Andalucia,ALMERÍA,Gasóleo A habitual,05/03/2025,1.463
Andalucia,ALMERÍA,Gasóleo A habitual,06/03/2025,1.46
Andalucia,ALMERÍA,Gasóleo A habitual,07/03/2025,1.453
Andalucia,ALMERÍA,Gasóleo A habitual,08/03/2025,1.451
Andalucia,ALMERÍA,Gasóleo A habitual,09/03/2025,1.45
Andalucia,ALMERÍA,Gasóleo A habitual,10/03/2025,1.443
Andalucia,ALMERÍA,Gasóleo A habitual,11/03/2025,1.444
Andalucia,ALMERÍA,Gasóleo A habitual,12/03/2025,1.439
Andalucia,ALMERÍA,Gasóleo A habitual,13/03/2025,1.436
Andalucia,ALMERÍA,Gasóleo A habitual,14/03/2025,1.433
Andalucia,ALMERÍA,Gasóleo A habitual,15/03/2025,1.432
Andalucia,ALMERÍA,Gasóleo A habitual,16/03/2025,1.431
Andalucia,ALMERÍA,Gasóleo A habitual,17/03/2025,1.429
Andalucia,ALMERÍA,Gasóleo A habitual,18/03/2025,1.429
Andalucia,ALMERÍA,Gasóleo A habitual,19/03/2025,1.426
Andalucia,ALMERÍA,Gasóleo A habitual,20/03/2025,1.424
Andalucia,ALMERÍA,Gasóleo A habitual,21/03/2025,1.422
Andalucia,ALMERÍA,Gasóleo A habitual,22/03/2025,1.421
Andalucia,ALMERÍA,Gasóleo A habitual,23/03/2025,1.42
Andalucia,ALMERÍA,Gasóleo A habitual,24/03/2025,1.416
Andalucia,ALMERÍA,Gasóleo A habitual,25/03/2025,1.417
Andalucia,ALMERÍA,Gasóleo A habitual,26/03/2025,1.417
Andalucia,ALMERÍA,Gasóleo A habitual,27/03/2025,1.419
Andalucia,ALMERÍA,Gasóleo A habitual,28/03/2025,1.418
Andalucia,ALMERÍA,Gasóleo A habitual,29/03/2025,1.418
Andalucia,ALMERÍA,Gasóleo A habitual,30/03/2025,1.418
Andalucia,ALMERÍA,Gasóleo A habitual,31/03/2025,1.419
