Comunidad Autonoma,Provincia,Carburante,Fecha,Precio
Castilla y León,BURGOS,Adblue,16/05/2025,0.0
Castilla y León,BURGOS,Adblue,17/05/2025,0.0
Castilla y León,BURGOS,Adblue,18/05/2025,0.0
Castilla y León,BURGOS,Adblue,19/05/2025,0.0
Castilla y León,BURGOS,Adblue,20/05/2025,0.0
Castilla y León,BURGOS,Adblue,23/05/2025,0.752
Castilla y León,BURGOS,Adblue,24/05/2025,0.795
Castilla y León,BURGOS,Adblue,25/05/2025,0.804
Castilla y León,BURGOS,Adblue,26/05/2025,0.717
Castilla y León,BURGOS,Adblue,27/05/2025,0.717
Castilla y León,BURGOS,Adblue,28/05/2025,0.714
Castilla y León,BURGOS,Adblue,29/05/2025,0.714
Castilla y León,BURGOS,Adblue,30/05/2025,0.716
Castilla y León,BURGOS,Adblue,31/05/2025,0.716
Castilla y León,BURGOS,Gasolina 95 E5,01/06/2025,1.482
Castilla y León,BURGOS,Gasolina 95 E5,02/06/2025,1.482
Castilla y León,BURGOS,Gasolina 95 E5,03/06/2025,1.478
Castilla y León,BURGOS,Gasolina 95 E5,04/06/2025,1.479
Castilla y León,BURGOS,Gasolina 95 E5,05/06/2025,1.477
Castilla y León,BURGOS,Gasolina 95 E5,06/06/2025,1.48
Castilla y León,BURGOS,Gasolina 95 E5,07/06/2025,1.478
Castilla y León,BURGOS,Gasolina 95 E5,08/06/2025,1.479
Castilla y León,BURGOS,Gasolina 95 E5,09/06/2025,1.48
Castilla y León,BURGOS,Gasolina 95 E5,10/06/2025,1.481
Castilla y León,BURGOS,Gasolina 95 E5,11/06/2025,1.481
Castilla y León,BURGOS,Gasolina 95 E5,12/06/2025,1.48
Castilla y León,BURGOS,Gasolina 95 E5,13/06/2025,1.486
Castilla y León,BURGOS,Gasolina 95 E5,14/06/2025,1.487
Castilla y León,BURGOS,Gasolina 95 E5,15/06/2025,1.492
Castilla y León,BURGOS,Gasolina 95 E5,16/06/2025,1.497
Castilla y León,BURGOS,Gasolina 95 E5,17/06/2025,1.498
Castilla y León,BURGOS,Gasolina 95 E5,18/06/2025,1.501
Castilla y León,BURGOS,Gasolina 95 E5,19/06/2025,1.507
Castilla y León,BURGOS,Gasolina 95 E5,20/06/2025,1.512
Castilla y León,BURGOS,Gasolina 95 E5,21/06/2025,1.52
Castilla y León,BURGOS,Gasolina 95 E5,22/06/2025,1.522
Castilla y León,BURGOS,Gasolina 95 E5,23/06/2025,1.532
Castilla y León,BURGOS,Gasolina 95 E5,24/06/2025,1.53
Castilla y León,BURGOS,Gasolina 95 E5,25/06/2025,1.528
Castilla y León,BURGOS,Gasolina 95 E5,26/06/2025,1.528
Castilla y León,BURGOS,Gasolina 95 E5,27/06/2025,1.527
Castilla y León,BURGOS,Gasolina 95 E5,28/06/2025,1.523
Castilla y León,BURGOS,Gasolina 95 E5,29/06/2025,1.523
Castilla y León,BURGOS,Gasolina 95 E5,30/06/2025,1.52
Castilla y León,BURGOS,Gasolina 98 E5,01/06/2025,1.665
Castilla y León,BURGOS,Gasolina 98 E5,02/06/2025,1.665
Castilla y León,BURGOS,Gasolina 98 E5,03/06/2025,1.661
Castilla y León,BURGOS,Gasolina 98 E5,04/06/2025,1.661
Castilla y León,BURGOS,Gasolina 98 E5,05/06/2025,1.658
Castilla y León,BURGOS,Gasolina 98 E5,06/06/2025,1.663
Castilla y León,BURGOS,Gasolina 98 E5,07/06/2025,1.658
Castilla y León,BURGOS,Gasolina 98 E5,08/06/2025,1.659
Castilla y León,BURGOS,Gasolina 98 E5,09/06/2025,1.659
Castilla y León,BURGOS,Gasolina 98 E5,10/06/2025,1.658
Castilla y León,BURGOS,Gasolina 98 E5,11/06/2025,1.656
Castilla y León,BURGOS,Gasolina 98 E5,12/06/2025,1.654
Castilla y León,BURGOS,Gasolina 98 E5,13/06/2025,1.662
Castilla y León,BURGOS,Gasolina 98 E5,14/06/2025,1.663
Castilla y León,BURGOS,Gasolina 98 E5,15/06/2025,1.67
Castilla y León,BURGOS,Gasolina 98 E5,16/06/2025,1.673
Castilla y León,BURGOS,Gasolina 98 E5,17/06/2025,1.672
Castilla y León,BURGOS,Gasolina 98 E5,18/06/2025,1.672
Castilla y León,BURGOS,Gasolina 98 E5,19/06/2025,1.676
Castilla y León,BURGOS,Gasolina 98 E5,20/06/2025,1.683
Castilla y León,BURGOS,Gasolina 98 E5,21/06/2025,1.695
Castilla y León,BURGOS,Gasolina 98 E5,22/06/2025,1.699
Castilla y León,BURGOS,Gasolina 98 E5,23/06/2025,1.703
Castilla y León,BURGOS,Gasolina 98 E5,24/06/2025,1.7
Castilla y León,BURGOS,Gasolina 98 E5,25/06/2025,1.697
Castilla y León,BURGOS,Gasolina 98 E5,26/06/2025,1.694
Castilla y León,BURGOS,Gasolina 98 E5,27/06/2025,1.703
Castilla y León,BURGOS,Gasolina 98 E5,28/06/2025,1.697
Castilla y León,BURGOS,Gasolina 98 E5,29/06/2025,1.694
Castilla y León,BURGOS,Gasolina 98 E5,30/06/2025,1.693
Castilla y León,BURGOS,Gasóleo A habitual,01/06/2025,1.381
Castilla y León,BURGOS,Gasóleo A habitual,02/06/2025,1.381
Castilla y León,BURGOS,Gasóleo A habitual,03/06/2025,1.379
Castilla y León,BURGOS,Gasóleo A habitual,04/06/2025,1.38
Castilla y León,BURGOS,Gasóleo A habitual,05/06/2025,1.38
Castilla y León,BURGOS,Gasóleo A habitual,06/06/2025,1.379
Castilla y León,BURGOS,Gasóleo A habitual,07/06/2025,1.379
Castilla y León,BURGOS,Gasóleo A habitual,08/06/2025,1.379
Castilla y León,BURGOS,Gasóleo A habitual,09/06/2025,1.38
Castilla y León,BURGOS,Gasóleo A habitual,10/06/2025,1.381
Castilla y León,BURGOS,Gasóleo A habitual,11/06/2025,1.382
Castilla y León,BURGOS,Gasóleo A habitual,12/06/2025,1.381
Castilla y León,BURGOS,Gasóleo A habitual,13/06/2025,1.387
Castilla y León,BURGOS,Gasóleo A habitual,14/06/2025,1.39
Castilla y León,BURGOS,Gasóleo A habitual,15/06/2025,1.392
Castilla y León,BURGOS,Gasóleo A habitual,16/06/2025,1.397
Castilla y León,BURGOS,Gasóleo A habitual,17/06/2025,1.402
Castilla y León,BURGOS,Gasóleo A habitual,18/06/2025,1.408
Castilla y León,BURGOS,Gasóleo A habitual,19/06/2025,1.42
Castilla y León,BURGOS,Gasóleo A habitual,20/06/2025,1.429
Castilla y León,BURGOS,Gasóleo A habitual,21/06/2025,1.436
Castilla y León,BURGOS,Gasóleo A habitual,22/06/2025,1.44
Castilla y León,BURGOS,Gasóleo A habitual,23/06/2025,1.451
Castilla y León,BURGOS,Gasóleo A habitual,24/06/2025,1.454
Castilla y León,BURGOS,Gasóleo A habitual,25/06/2025,1.453
Castilla y León,BURGOS,Gasóleo A habitual,26/06/2025,1.451
Castilla y León,BURGOS,Gasóleo A habitual,27/06/2025,1.446
Castilla y León,BURGOS,Gasóleo A habitual,28/06/2025,1.446
Castilla y León,BURGOS,Gasóleo A habitual,29/06/2025,1.446
Castilla y León,BURGOS,Gasóleo A habitual,30/06/2025,1.444
Castilla y León,BURGOS,Gasóleo Premium,01/06/2025,1.47
Castilla y León,BURGOS,Gasóleo Premium,02/06/2025,1.469
Castilla y León,BURGOS,Gasóleo Premium,03/06/2025,1.468
Castilla y León,BURGOS,Gasóleo Premium,04/06/2025,1.468
Castilla y León,BURGOS,Gasóleo Premium,05/06/2025,1.468
Castilla y León,BURGOS,Gasóleo Premium,06/06/2025,1.467
Castilla y León,BURGOS,Gasóleo Premium,07/06/2025,1.466
Castilla y León,BURGOS,Gasóleo Premium,08/06/2025,1.467
Castilla y León,BURGOS,Gasóleo Premium,09/06/2025,1.468
Castilla y León,BURGOS,Gasóleo Premium,10/06/2025,1.472
Castilla y León,BURGOS,Gasóleo Premium,11/06/2025,1.473
Castilla y León,BURGOS,Gasóleo Premium,12/06/2025,1.47
Castilla y León,BURGOS,Gasóleo Premium,13/06/2025,1.476
Castilla y León,BURGOS,Gasóleo Premium,14/06/2025,1.477
Castilla y León,BURGOS,Gasóleo Premium,15/06/2025,1.482
Castilla y León,BURGOS,Gasóleo Premium,16/06/2025,1.486
Castilla y León,BURGOS,Gasóleo Premium,17/06/2025,1.491
Castilla y León,BURGOS,Gasóleo Premium,18/06/2025,1.497
Castilla y León,BURGOS,Gasóleo Premium,19/06/2025,1.51
Castilla y León,BURGOS,Gasóleo Premium,20/06/2025,1.519
Castilla y León,BURGOS,Gasóleo Premium,21/06/2025,1.528
Castilla y León,BURGOS,Gasóleo Premium,22/06/2025,1.532
Castilla y León,BURGOS,Gasóleo Premium,23/06/2025,1.536
Castilla y León,BURGOS,Gasóleo Premium,24/06/2025,1.539
Castilla y León,BURGOS,Gasóleo Premium,25/06/2025,1.537
Castilla y León,BURGOS,Gasóleo Premium,26/06/2025,1.535
Castilla y León,BURGOS,Gasóleo Premium,27/06/2025,1.538
Castilla y León,BURGOS,Gasóleo Premium,28/06/2025,1.531
Castilla y León,BURGOS,Gasóleo Premium,29/06/2025,1.53
Castilla y León,BURGOS,Gasóleo Premium,30/06/2025,1.529
Castilla y León,BURGOS,Gases licuados del petróleo,01/06/2025,0.958
Castilla y León,BURGOS,Gases licuados del petróleo,02/06/2025,0.958
Castilla y León,BURGOS,Gases licuados del petróleo,03/06/2025,0.958
Castilla y León,BURGOS,Gases licuados del petróleo,04/06/2025,0.955
Castilla y León,BURGOS,Gases licuados del petróleo,05/06/2025,0.955
Castilla y León,BURGOS,Gases licuados del petróleo,06/06/2025,0.954
Castilla y León,BURGOS,Gases licuados del petróleo,07/06/2025,0.953
Castilla y León,BURGOS,Gases licuados del petróleo,08/06/2025,0.953
Castilla y León,BURGOS,Gases licuados del petróleo,09/06/2025,0.953
Castilla y León,BURGOS,Gases licuados del petróleo,10/06/2025,0.954
Castilla y León,BURGOS,Gases licuados del petróleo,11/06/2025,0.955
Castilla y León,BURGOS,Gases licuados del petróleo,12/06/2025,0.957
Castilla y León,BURGOS,Gases licuados del petróleo,13/06/2025,0.953
Castilla y León,BURGOS,Gases licuados del petróleo,14/06/2025,0.953
Castilla y León,BURGOS,Gases licuados del petróleo,15/06/2025,0.954
Castilla y León,BURGOS,Gases licuados del petróleo,16/06/2025,0.954
Castilla y León,BURGOS,Gases licuados del petróleo,17/06/2025,0.954
Castilla y León,BURGOS,Gases licuados del petróleo,18/06/2025,0.955
Castilla y León,BURGOS,Gases licuados del petróleo,19/06/2025,0.955
Castilla y León,BURGOS,Gases licuados del petróleo,20/06/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,21/06/2025,0.942
Castilla y León,BURGOS,Gases licuados del petróleo,22/06/2025,0.936
Castilla y León,BURGOS,Gases licuados del petróleo,23/06/2025,0.942
Castilla y León,BURGOS,Gases licuados del petróleo,24/06/2025,0.942
Castilla y León,BURGOS,Gases licuados del petróleo,25/06/2025,0.944
Castilla y León,BURGOS,Gases licuados del petróleo,26/06/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,27/06/2025,0.94
Castilla y León,BURGOS,Gases licuados del petróleo,28/06/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,29/06/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,30/06/2025,0.946
Castilla y León,BURGOS,Gas natural comprimido,01/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,02/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,03/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,04/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,05/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,06/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,07/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,08/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,09/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,10/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,11/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,12/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,13/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,14/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,15/06/2025,1.236
Castilla y León,BURGOS,Gas natural comprimido,16/06/2025,1.252
Castilla y León,BURGOS,Gas natural comprimido,17/06/2025,1.252
Castilla y León,BURGOS,Gas natural comprimido,18/06/2025,1.252
Castilla y León,BURGOS,Gas natural comprimido,19/06/2025,1.252
Castilla y León,BURGOS,Gas natural comprimido,20/06/2025,1.252
Castilla y León,BURGOS,Gas natural comprimido,21/06/2025,1.252
Castilla y León,BURGOS,Gas natural comprimido,22/06/2025,1.252
Castilla y León,BURGOS,Gas natural comprimido,23/06/2025,1.252
Castilla y León,BURGOS,Gas natural comprimido,24/06/2025,1.252
Castilla y León,BURGOS,Gas natural comprimido,25/06/2025,1.262
Castilla y León,BURGOS,Gas natural comprimido,26/06/2025,1.262
Castilla y León,BURGOS,Gas natural comprimido,27/06/2025,1.262
Castilla y León,BURGOS,Gas natural comprimido,28/06/2025,1.262
Castilla y León,BURGOS,Gas natural comprimido,29/06/2025,1.262
Castilla y León,BURGOS,Gas natural comprimido,30/06/2025,1.239
Castilla y León,BURGOS,Gas natural licuado,01/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,02/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,03/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,04/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,05/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,06/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,07/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,08/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,09/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,10/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,11/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,12/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,13/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,14/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,15/06/2025,1.177
Castilla y León,BURGOS,Gas natural licuado,16/06/2025,1.184
Castilla y León,BURGOS,Gas natural licuado,17/06/2025,1.184
Castilla y León,BURGOS,Gas natural licuado,18/06/2025,1.184
Castilla y León,BURGOS,Gas natural licuado,19/06/2025,1.184
Castilla y León,BURGOS,Gas natural licuado,20/06/2025,1.184
Castilla y León,BURGOS,Gas natural licuado,21/06/2025,1.184
Castilla y León,BURGOS,Gas natural licuado,22/06/2025,1.184
Castilla y León,BURGOS,Gas natural licuado,23/06/2025,1.184
Castilla y León,BURGOS,Gas natural licuado,24/06/2025,1.184
Castilla y León,BURGOS,Gas natural licuado,25/06/2025,1.199
Castilla y León,BURGOS,Gas natural licuado,26/06/2025,1.199
Castilla y León,BURGOS,Gas natural licuado,27/06/2025,1.199
Castilla y León,BURGOS,Gas natural licuado,28/06/2025,1.199
Castilla y León,BURGOS,Gas natural licuado,29/06/2025,1.199
Castilla y León,BURGOS,Gas natural licuado,30/06/2025,1.192
Castilla y León,BURGOS,Adblue,01/06/2025,0.716
Castilla y León,BURGOS,Adblue,02/06/2025,0.716
Castilla y León,BURGOS,Adblue,03/06/2025,0.716
Castilla y León,BURGOS,Adblue,04/06/2025,0.716
Castilla y León,BURGOS,Adblue,05/06/2025,0.716
Castilla y León,BURGOS,Adblue,06/06/2025,0.716
Castilla y León,BURGOS,Adblue,07/06/2025,0.716
Castilla y León,BURGOS,Adblue,08/06/2025,0.716
Castilla y León,BURGOS,Adblue,09/06/2025,0.716
Castilla y León,BURGOS,Adblue,10/06/2025,0.716
Castilla y León,BURGOS,Adblue,11/06/2025,0.716
Castilla y León,BURGOS,Adblue,12/06/2025,0.711
Castilla y León,BURGOS,Adblue,13/06/2025,0.709
Castilla y León,BURGOS,Adblue,14/06/2025,0.71
Castilla y León,BURGOS,Adblue,15/06/2025,0.71
Castilla y León,BURGOS,Adblue,16/06/2025,0.71
Castilla y León,BURGOS,Adblue,17/06/2025,0.71
Castilla y León,BURGOS,Adblue,18/06/2025,0.71
Castilla y León,BURGOS,Adblue,19/06/2025,0.71
Castilla y León,BURGOS,Adblue,20/06/2025,0.71
Castilla y León,BURGOS,Adblue,21/06/2025,0.71
Castilla y León,BURGOS,Adblue,22/06/2025,0.71
Castilla y León,BURGOS,Adblue,23/06/2025,0.711
Castilla y León,BURGOS,Adblue,24/06/2025,0.711
Castilla y León,BURGOS,Adblue,25/06/2025,0.711
Castilla y León,BURGOS,Adblue,26/06/2025,0.711
Castilla y León,BURGOS,Adblue,27/06/2025,0.711
Castilla y León,BURGOS,Adblue,28/06/2025,0.711
Castilla y León,BURGOS,Adblue,29/06/2025,0.711
Castilla y León,BURGOS,Adblue,30/06/2025,0.711
Castilla y León,BURGOS,Gasolina 95 E5,01/07/2025,1.515
Castilla y León,BURGOS,Gasolina 95 E5,02/07/2025,1.512
Castilla y León,BURGOS,Gasolina 95 E5,03/07/2025,1.512
Castilla y León,BURGOS,Gasolina 95 E5,04/07/2025,1.509
Castilla y León,BURGOS,Gasolina 95 E5,05/07/2025,1.51
Castilla y León,BURGOS,Gasolina 95 E5,06/07/2025,1.512
Castilla y León,BURGOS,Gasolina 95 E5,07/07/2025,1.515
Castilla y León,BURGOS,Gasolina 95 E5,08/07/2025,1.512
Castilla y León,BURGOS,Gasolina 95 E5,09/07/2025,1.513
Castilla y León,BURGOS,Gasolina 95 E5,10/07/2025,1.514
Castilla y León,BURGOS,Gasolina 95 E5,11/07/2025,1.518
Castilla y León,BURGOS,Gasolina 95 E5,12/07/2025,1.519
Castilla y León,BURGOS,Gasolina 95 E5,13/07/2025,1.52
Castilla y León,BURGOS,Gasolina 95 E5,14/07/2025,1.522
Castilla y León,BURGOS,Gasolina 95 E5,15/07/2025,1.521
Castilla y León,BURGOS,Gasolina 95 E5,16/07/2025,1.52
Castilla y León,BURGOS,Gasolina 95 E5,17/07/2025,1.522
Castilla y León,BURGOS,Gasolina 95 E5,18/07/2025,1.519
Castilla y León,BURGOS,Gasolina 95 E5,19/07/2025,1.522
Castilla y León,BURGOS,Gasolina 95 E5,20/07/2025,1.522
Castilla y León,BURGOS,Gasolina 95 E5,21/07/2025,1.523
Castilla y León,BURGOS,Gasolina 95 E5,22/07/2025,1.524
Castilla y León,BURGOS,Gasolina 95 E5,23/07/2025,1.524
Castilla y León,BURGOS,Gasolina 95 E5,24/07/2025,1.522
Castilla y León,BURGOS,Gasolina 95 E5,25/07/2025,1.521
Castilla y León,BURGOS,Gasolina 95 E5,26/07/2025,1.522
Castilla y León,BURGOS,Gasolina 95 E5,27/07/2025,1.523
Castilla y León,BURGOS,Gasolina 95 E5,28/07/2025,1.523
Castilla y León,BURGOS,Gasolina 95 E5,29/07/2025,1.522
Castilla y León,BURGOS,Gasolina 95 E5,30/07/2025,1.522
Castilla y León,BURGOS,Gasolina 95 E5,31/07/2025,1.522
Castilla y León,BURGOS,Gasolina 98 E5,01/07/2025,1.691
Castilla y León,BURGOS,Gasolina 98 E5,02/07/2025,1.688
Castilla y León,BURGOS,Gasolina 98 E5,03/07/2025,1.69
Castilla y León,BURGOS,Gasolina 98 E5,04/07/2025,1.689
Castilla y León,BURGOS,Gasolina 98 E5,05/07/2025,1.687
Castilla y León,BURGOS,Gasolina 98 E5,06/07/2025,1.689
Castilla y León,BURGOS,Gasolina 98 E5,07/07/2025,1.69
Castilla y León,BURGOS,Gasolina 98 E5,08/07/2025,1.687
Castilla y León,BURGOS,Gasolina 98 E5,09/07/2025,1.687
Castilla y León,BURGOS,Gasolina 98 E5,10/07/2025,1.689
Castilla y León,BURGOS,Gasolina 98 E5,11/07/2025,1.695
Castilla y León,BURGOS,Gasolina 98 E5,12/07/2025,1.697
Castilla y León,BURGOS,Gasolina 98 E5,13/07/2025,1.699
Castilla y León,BURGOS,Gasolina 98 E5,14/07/2025,1.699
Castilla y León,BURGOS,Gasolina 98 E5,15/07/2025,1.695
Castilla y León,BURGOS,Gasolina 98 E5,16/07/2025,1.693
Castilla y León,BURGOS,Gasolina 98 E5,17/07/2025,1.696
Castilla y León,BURGOS,Gasolina 98 E5,18/07/2025,1.693
Castilla y León,BURGOS,Gasolina 98 E5,19/07/2025,1.697
Castilla y León,BURGOS,Gasolina 98 E5,20/07/2025,1.696
Castilla y León,BURGOS,Gasolina 98 E5,21/07/2025,1.697
Castilla y León,BURGOS,Gasolina 98 E5,22/07/2025,1.699
Castilla y León,BURGOS,Gasolina 98 E5,23/07/2025,1.7
Castilla y León,BURGOS,Gasolina 98 E5,24/07/2025,1.697
Castilla y León,BURGOS,Gasolina 98 E5,25/07/2025,1.696
Castilla y León,BURGOS,Gasolina 98 E5,26/07/2025,1.698
Castilla y León,BURGOS,Gasolina 98 E5,27/07/2025,1.698
Castilla y León,BURGOS,Gasolina 98 E5,28/07/2025,1.698
Castilla y León,BURGOS,Gasolina 98 E5,29/07/2025,1.697
Castilla y León,BURGOS,Gasolina 98 E5,30/07/2025,1.696
Castilla y León,BURGOS,Gasolina 98 E5,31/07/2025,1.7
Castilla y León,BURGOS,Gasóleo A habitual,01/07/2025,1.439
Castilla y León,BURGOS,Gasóleo A habitual,02/07/2025,1.436
Castilla y León,BURGOS,Gasóleo A habitual,03/07/2025,1.435
Castilla y León,BURGOS,Gasóleo A habitual,04/07/2025,1.435
Castilla y León,BURGOS,Gasóleo A habitual,05/07/2025,1.437
Castilla y León,BURGOS,Gasóleo A habitual,06/07/2025,1.439
Castilla y León,BURGOS,Gasóleo A habitual,07/07/2025,1.442
Castilla y León,BURGOS,Gasóleo A habitual,08/07/2025,1.445
Castilla y León,BURGOS,Gasóleo A habitual,09/07/2025,1.446
Castilla y León,BURGOS,Gasóleo A habitual,10/07/2025,1.449
Castilla y León,BURGOS,Gasóleo A habitual,11/07/2025,1.453
Castilla y León,BURGOS,Gasóleo A habitual,12/07/2025,1.454
Castilla y León,BURGOS,Gasóleo A habitual,13/07/2025,1.456
Castilla y León,BURGOS,Gasóleo A habitual,14/07/2025,1.458
Castilla y León,BURGOS,Gasóleo A habitual,15/07/2025,1.461
Castilla y León,BURGOS,Gasóleo A habitual,16/07/2025,1.462
Castilla y León,BURGOS,Gasóleo A habitual,17/07/2025,1.462
Castilla y León,BURGOS,Gasóleo A habitual,18/07/2025,1.461
Castilla y León,BURGOS,Gasóleo A habitual,19/07/2025,1.463
Castilla y León,BURGOS,Gasóleo A habitual,20/07/2025,1.464
Castilla y León,BURGOS,Gasóleo A habitual,21/07/2025,1.465
Castilla y León,BURGOS,Gasóleo A habitual,22/07/2025,1.467
Castilla y León,BURGOS,Gasóleo A habitual,23/07/2025,1.468
Castilla y León,BURGOS,Gasóleo A habitual,24/07/2025,1.466
Castilla y León,BURGOS,Gasóleo A habitual,25/07/2025,1.461
Castilla y León,BURGOS,Gasóleo A habitual,26/07/2025,1.461
Castilla y León,BURGOS,Gasóleo A habitual,27/07/2025,1.462
Castilla y León,BURGOS,Gasóleo A habitual,28/07/2025,1.463
Castilla y León,BURGOS,Gasóleo A habitual,29/07/2025,1.463
Castilla y León,BURGOS,Gasóleo A habitual,30/07/2025,1.464
Castilla y León,BURGOS,Gasóleo A habitual,31/07/2025,1.464
Castilla y León,BURGOS,Gasóleo Premium,01/07/2025,1.523
Castilla y León,BURGOS,Gasóleo Premium,02/07/2025,1.52
Castilla y León,BURGOS,Gasóleo Premium,03/07/2025,1.518
Castilla y León,BURGOS,Gasóleo Premium,04/07/2025,1.52
Castilla y León,BURGOS,Gasóleo Premium,05/07/2025,1.52
Castilla y León,BURGOS,Gasóleo Premium,06/07/2025,1.525
Castilla y León,BURGOS,Gasóleo Premium,07/07/2025,1.528
Castilla y León,BURGOS,Gasóleo Premium,08/07/2025,1.529
Castilla y León,BURGOS,Gasóleo Premium,09/07/2025,1.528
Castilla y León,BURGOS,Gasóleo Premium,10/07/2025,1.533
Castilla y León,BURGOS,Gasóleo Premium,11/07/2025,1.536
Castilla y León,BURGOS,Gasóleo Premium,12/07/2025,1.536
Castilla y León,BURGOS,Gasóleo Premium,13/07/2025,1.538
Castilla y León,BURGOS,Gasóleo Premium,14/07/2025,1.541
Castilla y León,BURGOS,Gasóleo Premium,15/07/2025,1.543
Castilla y León,BURGOS,Gasóleo Premium,16/07/2025,1.543
Castilla y León,BURGOS,Gasóleo Premium,17/07/2025,1.543
Castilla y León,BURGOS,Gasóleo Premium,18/07/2025,1.545
Castilla y León,BURGOS,Gasóleo Premium,19/07/2025,1.547
Castilla y León,BURGOS,Gasóleo Premium,20/07/2025,1.55
Castilla y León,BURGOS,Gasóleo Premium,21/07/2025,1.551
Castilla y León,BURGOS,Gasóleo Premium,22/07/2025,1.555
Castilla y León,BURGOS,Gasóleo Premium,23/07/2025,1.557
Castilla y León,BURGOS,Gasóleo Premium,24/07/2025,1.553
Castilla y León,BURGOS,Gasóleo Premium,25/07/2025,1.55
Castilla y León,BURGOS,Gasóleo Premium,26/07/2025,1.549
Castilla y León,BURGOS,Gasóleo Premium,27/07/2025,1.549
Castilla y León,BURGOS,Gasóleo Premium,28/07/2025,1.551
Castilla y León,BURGOS,Gasóleo Premium,29/07/2025,1.55
Castilla y León,BURGOS,Gasóleo Premium,30/07/2025,1.552
Castilla y León,BURGOS,Gasóleo Premium,31/07/2025,1.551
Castilla y León,BURGOS,Gases licuados del petróleo,01/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,02/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,03/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,04/07/2025,0.948
Castilla y León,BURGOS,Gases licuados del petróleo,05/07/2025,0.948
Castilla y León,BURGOS,Gases licuados del petróleo,06/07/2025,0.948
Castilla y León,BURGOS,Gases licuados del petróleo,07/07/2025,0.948
Castilla y León,BURGOS,Gases licuados del petróleo,08/07/2025,0.948
Castilla y León,BURGOS,Gases licuados del petróleo,09/07/2025,0.948
Castilla y León,BURGOS,Gases licuados del petróleo,10/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,11/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,12/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,13/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,14/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,15/07/2025,0.947
Castilla y León,BURGOS,Gases licuados del petróleo,16/07/2025,0.947
Castilla y León,BURGOS,Gases licuados del petróleo,17/07/2025,0.947
Castilla y León,BURGOS,Gases licuados del petróleo,18/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,19/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,20/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,21/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,22/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,23/07/2025,0.946
Castilla y León,BURGOS,Gases licuados del petróleo,24/07/2025,0.945
Castilla y León,BURGOS,Gases licuados del petróleo,25/07/2025,0.945
Castilla y León,BURGOS,Gases licuados del petróleo,26/07/2025,0.945
Castilla y León,BURGOS,Gases licuados del petróleo,27/07/2025,0.944
Castilla y León,BURGOS,Gases licuados del petróleo,28/07/2025,0.944
Castilla y León,BURGOS,Gases licuados del petróleo,29/07/2025,0.944
Castilla y León,BURGOS,Gases licuados del petróleo,30/07/2025,0.944
Castilla y León,BURGOS,Gases licuados del petróleo,31/07/2025,0.944
